Fecha;Últ precio;Volumen;;;;;;
5/09/2018;75,72;3076871;;;;;;
4/09/2018;77,16;1887041;;;;;;
31/08/2018;77,62;2496868;;;;;;
30/08/2018;77,58;1398453;;;;;;
29/08/2018;78,18;1837660;;;;;;
28/08/2018;77,47;1241746;;;;;;
27/08/2018;77,76;1865263;;;;;;
24/08/2018;77,11;2149202;;;;;;
23/08/2018;76,77;3009627;;;;;;
22/08/2018;77,2;2540545;;;;;;
21/08/2018;76,73;2324917;;;;;;
20/08/2018;76,29;2430654;;;;;;
17/08/2018;77,2;1964818;;;;;;
16/08/2018;77,24;3373628;;;;;;
15/08/2018;76,22;2919383;;;;;;
14/08/2018;76,54;2763687;;;;;;
13/08/2018;75,31;3066520;;;;;;
10/08/2018;75,65;3274320;;;;;;
9/08/2018;76,15;3906437;;;;;;
8/08/2018;76,89;2936221;;;;;;
7/08/2018;77,6;3777919;;;;;;
6/08/2018;78,13;3835110;;;;;;
3/08/2018;78,18;1969114;;;;;;
2/08/2018;78,44;3687554;;;;;;
1/08/2018;78,54;2667192;;;;;;
31/07/2018;78,66;2743976;;;;;;
30/07/2018;77,28;3132213;;;;;;
27/07/2018;78,45;3091662;;;;;;
26/07/2018;79,61;2774497;;;;;;
25/07/2018;80,37;5890050;;;;;;
24/07/2018;80,49;4260653;;;;;;
23/07/2018;81,61;3686751;;;;;;
20/07/2018;81,96;2439516;;;;;;
19/07/2018;82,14;2773427;;;;;;
18/07/2018;82,96;5303802;;;;;;
17/07/2018;81,07;3353347;;;;;;
16/07/2018;80,08;2286024;;;;;;
13/07/2018;80,97;2125137;;;;;;
12/07/2018;81;3367924;;;;;;
11/07/2018;80,61;3803813;;;;;;
10/07/2018;81,28;2915098;;;;;;
9/07/2018;80,94;2949911;;;;;;
6/07/2018;80,56;2278548;;;;;;
5/07/2018;79,69;3350873;;;;;;
3/07/2018;79,45;1720643;;;;;;
2/07/2018;79,3;3065793;;;;;;
29/06/2018;79,16;3544924;;;;;;
28/06/2018;78,25;5142887;;;;;;
27/06/2018;78,26;3220392;;;;;;
26/06/2018;79,19;3457348;;;;;;
25/06/2018;79,27;3203032;;;;;;
22/06/2018;80,87;4915426;;;;;;
21/06/2018;81,02;3822785;;;;;;
20/06/2018;82,01;3178768;;;;;;
19/06/2018;82,98;2104506;;;;;;
18/06/2018;84,33;1854430;;;;;;
15/06/2018;83,84;2953216;;;;;;
14/06/2018;82,93;2126983;;;;;;
13/06/2018;82,73;3605155;;;;;;
12/06/2018;83,81;3559330;;;;;;
11/06/2018;83,99;1792296;;;;;;
8/06/2018;84,14;1677842;;;;;;
7/06/2018;84,17;1772686;;;;;;
6/06/2018;84,68;3572947;;;;;;
5/06/2018;83,07;1911375;;;;;;
4/06/2018;83,19;1716153;;;;;;
1/06/2018;82,65;2495183;;;;;;
31/05/2018;80,71;2874230;;;;;;
30/05/2018;81,73;2049802;;;;;;
29/05/2018;80,33;2184767;;;;;;
25/05/2018;81,83;1892726;;;;;;
24/05/2018;82,03;2888672;;;;;;
23/05/2018;82,33;2283838;;;;;;
22/05/2018;82,76;1645174;;;;;;
21/05/2018;83,92;2129743;;;;;;
18/05/2018;83,84;8077853;;;;;;
17/05/2018;83,3;1309266;;;;;;
16/05/2018;84,2;2379317;;;;;;
15/05/2018;83,02;1908611;;;;;;
14/05/2018;82,97;2590538;;;;;;
11/05/2018;83,51;1750369;;;;;;
10/05/2018;82,76;2207750;;;;;;
9/05/2018;82,85;2410368;;;;;;
8/05/2018;82,43;3219649;;;;;;
7/05/2018;81,35;2087624;;;;;;
4/05/2018;81,16;2639833;;;;;;
3/05/2018;79,87;3083109;;;;;;
2/05/2018;79,45;2916677;;;;;;
1/05/2018;80,24;3243794;;;;;;
30/04/2018;78,84;3476424;;;;;;
27/04/2018;80,17;4380152;;;;;;
26/04/2018;81,93;5691198;;;;;;
25/04/2018;81,83;2865447;;;;;;
24/04/2018;82,04;4170209;;;;;;
23/04/2018;82,09;1795420;;;;;;
20/04/2018;82,33;2257557;;;;;;
19/04/2018;81,98;2552095;;;;;;
18/04/2018;82,18;3523769;;;;;;
17/04/2018;81,16;3876697;;;;;;
16/04/2018;80,53;4265306;;;;;;
13/04/2018;79,61;14439590;;;;;;
12/04/2018;79,95;10665699;;;;;;
11/04/2018;79,61;52096444;;;;;;
10/04/2018;75,01;11813661;;;;;;
9/04/2018;76,15;7557435;;;;;;
6/04/2018;77,51;3295401;;;;;;
5/04/2018;79,04;6840062;;;;;;
4/04/2018;78,03;3074712;;;;;;
3/04/2018;77,53;2575602;;;;;;
2/04/2018;77,07;2721969;;;;;;
29/03/2018;78,76;2481622;;;;;;
28/03/2018;78,31;2199030;;;;;;
27/03/2018;78,79;1585696;;;;;;
26/03/2018;79,98;1278249;;;;;;
23/03/2018;78,17;1682753;;;;;;
22/03/2018;80,44;3031598;;;;;;
21/03/2018;81,84;1233200;;;;;;
20/03/2018;81,35;1028282;;;;;;
19/03/2018;81,3;2027177;;;;;;
16/03/2018;81,51;2204426;;;;;;
15/03/2018;81,89;2304599;;;;;;
14/03/2018;81,24;1594308;;;;;;
13/03/2018;81,25;1641645;;;;;;
12/03/2018;81,13;1836954;;;;;;
9/03/2018;81,47;2912760;;;;;;
8/03/2018;79,21;2322797;;;;;;
7/03/2018;79,2;1459548;;;;;;
6/03/2018;78,94;2230630;;;;;;
5/03/2018;78,22;2719018;;;;;;
2/03/2018;78,9;2813958;;;;;;
1/03/2018;79,35;2515240;;;;;;
28/02/2018;80,79;4025695;;;;;;
27/02/2018;79,84;3865898;;;;;;
26/02/2018;82,14;2888407;;;;;;
23/02/2018;83,81;1565682;;;;;;
22/02/2018;83,38;1863514;;;;;;
21/02/2018;84,29;1772124;;;;;;
20/02/2018;84,31;1977818;;;;;;
16/02/2018;83,27;2564439;;;;;;
15/02/2018;84,56;3023925;;;;;;
14/02/2018;85,97;3946835;;;;;;
13/02/2018;83,21;2515598;;;;;;
12/02/2018;81,82;2435861;;;;;;
9/02/2018;80,43;3239095;;;;;;
8/02/2018;78,66;5065753;;;;;;
7/02/2018;82,02;3526731;;;;;;
6/02/2018;80,69;4634685;;;;;;
5/02/2018;79,91;2386173;;;;;;
2/02/2018;82,65;2718375;;;;;;
1/02/2018;85,76;2139897;;;;;;
31/01/2018;85,65;1857363;;;;;;
30/01/2018;86,41;1678640;;;;;;
29/01/2018;87,28;1599138;;;;;;
26/01/2018;87,69;944730;;;;;;
25/01/2018;86,63;1467760;;;;;;
24/01/2018;85,79;2134245;;;;;;
23/01/2018;86,53;1632562;;;;;;
22/01/2018;85,77;1541415;;;;;;
19/01/2018;85,49;2206776;;;;;;
18/01/2018;83,95;1314366;;;;;;
17/01/2018;84,03;1440416;;;;;;
16/01/2018;83,4;1530604;;;;;;
12/01/2018;83,95;1870095;;;;;;
11/01/2018;83,07;3886383;;;;;;
10/01/2018;81,65;1745535;;;;;;
9/01/2018;81,93;1354775;;;;;;
8/01/2018;80,94;2483142;;;;;;
5/01/2018;79,29;2273569;;;;;;
4/01/2018;80,25;1548169;;;;;;
3/01/2018;80,85;1425569;;;;;;
2/01/2018;79,68;1701522;;;;;;
29/12/2017;79,86;1539703;;;;;;
28/12/2017;80,45;828965;;;;;;
27/12/2017;80,15;939222;;;;;;
26/12/2017;79,37;909670;;;;;;
22/12/2017;79,35;1416285;;;;;;
21/12/2017;79,37;2047130;;;;;;
20/12/2017;78,35;1327820;;;;;;
19/12/2017;77,81;1448984;;;;;;
18/12/2017;78,09;2275125;;;;;;
15/12/2017;77,09;3694504;;;;;;
14/12/2017;76,02;1739510;;;;;;
13/12/2017;76,75;2245620;;;;;;
12/12/2017;77;2246558;;;;;;
11/12/2017;77,47;1589759;;;;;;
8/12/2017;78,38;2142533;;;;;;
7/12/2017;77,28;2254415;;;;;;
6/12/2017;76,75;1434971;;;;;;
5/12/2017;77,63;1493491;;;;;;
4/12/2017;77,66;2349313;;;;;;
1/12/2017;77,25;2164557;;;;;;
30/11/2017;77,56;2553701;;;;;;
29/11/2017;76,56;1874474;;;;;;
28/11/2017;76,13;1887576;;;;;;
27/11/2017;76;1407045;;;;;;
24/11/2017;75,76;470449;;;;;;
22/11/2017;75,68;1404156;;;;;;
21/11/2017;75,64;2922737;;;;;;
20/11/2017;74,31;1152763;;;;;;
17/11/2017;74,11;2443856;;;;;;
16/11/2017;74,02;1829130;;;;;;
15/11/2017;73,38;2939004;;;;;;
14/11/2017;72,91;1810580;;;;;;
13/11/2017;72,62;1819817;;;;;;
10/11/2017;72,69;2117699;;;;;;
9/11/2017;72,05;2326373;;;;;;
8/11/2017;72,9;1473462;;;;;;
7/11/2017;72,61;1809035;;;;;;
6/11/2017;73,39;1352532;;;;;;
3/11/2017;73,16;1653413;;;;;;
2/11/2017;72,44;1924555;;;;;;
1/11/2017;72,44;1871165;;;;;;
31/10/2017;72,28;2688251;;;;;;
30/10/2017;72,65;2571478;;;;;;
27/10/2017;71,91;2916362;;;;;;
26/10/2017;72,48;3318430;;;;;;
25/10/2017;71,32;2611779;;;;;;
24/10/2017;71,14;3208220;;;;;;
23/10/2017;70,42;1402622;;;;;;
20/10/2017;71,04;1726947;;;;;;
19/10/2017;71,1;2170496;;;;;;
18/10/2017;71,06;2171632;;;;;;
17/10/2017;71,22;1549242;;;;;;
16/10/2017;71,13;1903968;;;;;;
13/10/2017;71,16;2326229;;;;;;
12/10/2017;70,38;2080941;;;;;;
11/10/2017;70,22;3004131;;;;;;
10/10/2017;69,92;1799692;;;;;;
9/10/2017;69,66;1358289;;;;;;
6/10/2017;69,48;1987577;;;;;;
5/10/2017;69,37;2302298;;;;;;
4/10/2017;68,91;1906200;;;;;;
3/10/2017;68,86;2494048;;;;;;
2/10/2017;69,43;2902480;;;;;;
29/09/2017;69,45;7072171;;;;;;
28/09/2017;69,36;1485242;;;;;;
27/09/2017;69,11;1930407;;;;;;
26/09/2017;69,5;2773155;;;;;;
25/09/2017;68,71;2245608;;;;;;
22/09/2017;68,19;2072727;;;;;;
21/09/2017;67,34;1184614;;;;;;
20/09/2017;67,04;1440823;;;;;;
19/09/2017;66,89;1977168;;;;;;
18/09/2017;66,56;2206983;;;;;;
15/09/2017;66,63;2449226;;;;;;
14/09/2017;66,52;1726815;;;;;;
13/09/2017;66,68;1863498;;;;;;
12/09/2017;66,07;1213076;;;;;;
11/09/2017;65,95;2604384;;;;;;
8/09/2017;65,14;2552391;;;;;;
7/09/2017;63,89;1517956;;;;;;
6/09/2017;63,67;1495581;;;;;;
5/09/2017;63,6;2699465;;;;;;
1/09/2017;64,59;1273114;;;;;;
31/08/2017;64,33;2797893;;;;;;
30/08/2017;64,32;2070475;;;;;;
29/08/2017;62,89;1796137;;;;;;
28/08/2017;63,17;1517796;;;;;;
25/08/2017;63,48;1365008;;;;;;
24/08/2017;62,91;1445763;;;;;;
23/08/2017;63,12;1285997;;;;;;
22/08/2017;63,32;1820222;;;;;;
21/08/2017;61,78;1689184;;;;;;
18/08/2017;61,06;2654293;;;;;;
17/08/2017;60,82;2701806;;;;;;
16/08/2017;62,44;2149358;;;;;;
15/08/2017;62,21;2022750;;;;;;
14/08/2017;61,75;2410279;;;;;;
11/08/2017;61,3;1682860;;;;;;
10/08/2017;61;2226616;;;;;;
9/08/2017;61,37;2983989;;;;;;
8/08/2017;62,08;2852104;;;;;;
7/08/2017;63,77;3245097;;;;;;
4/08/2017;62,98;2891414;;;;;;
3/08/2017;62,13;1957896;;;;;;
2/08/2017;61,98;2185970;;;;;;
1/08/2017;62,77;2659228;;;;;;
31/07/2017;62,53;2068102;;;;;;
28/07/2017;62,46;1184767;;;;;;
27/07/2017;62,56;2882527;;;;;;
26/07/2017;62,52;6574685;;;;;;
25/07/2017;63,08;3711538;;;;;;
24/07/2017;62,01;1923393;;;;;;
21/07/2017;62,47;1871248;;;;;;
20/07/2017;62,01;2172107;;;;;;
19/07/2017;62,12;1810306;;;;;;
18/07/2017;62,49;2219642;;;;;;
17/07/2017;62,62;1403118;;;;;;
14/07/2017;62,45;3466467;;;;;;
13/07/2017;62,08;1780177;;;;;;
12/07/2017;61,93;2443988;;;;;;
11/07/2017;62,46;5848808;;;;;;
10/07/2017;62,2;4126259;;;;;;
7/07/2017;61,76;4443271;;;;;;
6/07/2017;61,08;2926199;;;;;;
5/07/2017;61,51;3681417;;;;;;
3/07/2017;61,31;1967430;;;;;;
30/06/2017;61,85;3555997;;;;;;
29/06/2017;62,25;3666783;;;;;;
28/06/2017;63,36;2606962;;;;;;
27/06/2017;63,45;3272231;;;;;;
26/06/2017;65,23;1736249;;;;;;
23/06/2017;65,4;3110891;;;;;;
22/06/2017;65,2;2623453;;;;;;
21/06/2017;65,6;3997012;;;;;;
20/06/2017;65,88;4031608;;;;;;
19/06/2017;66,84;4390979;;;;;;
16/06/2017;66,41;33236368;;;;;;
15/06/2017;66,85;4511143;;;;;;
14/06/2017;66,25;7387165;;;;;;
13/06/2017;66,45;5087150;;;;;;
12/06/2017;65,85;10162849;;;;;;
9/06/2017;64,75;7990937;;;;;;
8/06/2017;65,02;8180391;;;;;;
7/06/2017;66,15;2661162;;;;;;
6/06/2017;65,76;1999448;;;;;;
5/06/2017;66,99;1599191;;;;;;
2/06/2017;67,41;1590404;;;;;;
1/06/2017;66,64;2001934;;;;;;
31/05/2017;66,47;3401960;;;;;;
30/05/2017;65,54;1104545;;;;;;
26/05/2017;65,34;1445801;;;;;;
25/05/2017;65,13;2766641;;;;;;
24/05/2017;65,48;3026655;;;;;;
23/05/2017;65,49;4021770;;;;;;
22/05/2017;65,25;3643601;;;;;;
19/05/2017;63,85;2605372;;;;;;
18/05/2017;62,44;2239456;;;;;;
17/05/2017;61,3;1765154;;;;;;
16/05/2017;62,43;2114829;;;;;;
15/05/2017;62,62;2124949;;;;;;
12/05/2017;62,1;1163771;;;;;;
11/05/2017;62,21;1348750;;;;;;
10/05/2017;62,12;1954514;;;;;;
9/05/2017;62,33;3562075;;;;;;
8/05/2017;60,68;2005769;;;;;;
5/05/2017;61,07;2605516;;;;;;
4/05/2017;60,5;2316266;;;;;;
3/05/2017;61;2471683;;;;;;
2/05/2017;61,49;4208795;;;;;;
1/05/2017;59,32;2957157;;;;;;
28/04/2017;58,97;3223001;;;;;;
27/04/2017;60,24;1695356;;;;;;
26/04/2017;60,6;4502396;;;;;;
25/04/2017;58,54;1329956;;;;;;
24/04/2017;58,04;2150690;;;;;;
21/04/2017;57,35;1197906;;;;;;
20/04/2017;57,59;5217223;;;;;;
19/04/2017;56,92;1939810;;;;;;
18/04/2017;56,86;1730056;;;;;;
17/04/2017;57,33;1965753;;;;;;
13/04/2017;57,11;2129243;;;;;;
12/04/2017;57,42;1929591;;;;;;
11/04/2017;57,48;1369548;;;;;;
10/04/2017;57,18;2650977;;;;;;
7/04/2017;56,6;3066168;;;;;;
6/04/2017;57,1;1107245;;;;;;
5/04/2017;56,75;2314197;;;;;;
4/04/2017;57,07;2188466;;;;;;
3/04/2017;57,62;3273208;;;;;;
31/03/2017;58,46;2283908;;;;;;
30/03/2017;58,77;1965442;;;;;;
29/03/2017;58,61;1549108;;;;;;
28/03/2017;58,67;1871478;;;;;;
27/03/2017;57,85;2571953;;;;;;
24/03/2017;58,31;1066652;;;;;;
23/03/2017;58,32;1996876;;;;;;
22/03/2017;57,7;1514628;;;;;;
21/03/2017;56,69;2150392;;;;;;
20/03/2017;57,5;999797;;;;;;
17/03/2017;57,92;1270128;;;;;;
16/03/2017;58,21;1580679;;;;;;
15/03/2017;58,15;1993542;;;;;;
14/03/2017;57,29;1818298;;;;;;
13/03/2017;57,51;1811926;;;;;;
10/03/2017;56,48;2443194;;;;;;
9/03/2017;55,84;1606783;;;;;;
8/03/2017;56,29;2710824;;;;;;
7/03/2017;56,64;2394174;;;;;;
6/03/2017;57,31;1804281;;;;;;
3/03/2017;57,75;3303351;;;;;;
2/03/2017;58,17;2835790;;;;;;
1/03/2017;57,7;2753721;;;;;;
28/02/2017;57,2;2634802;;;;;;
27/02/2017;58,02;1395988;;;;;;
24/02/2017;57,78;1511282;;;;;;
23/02/2017;57,21;1614889;;;;;;
22/02/2017;57,85;2581155;;;;;;
21/02/2017;58,02;2058818;;;;;;
17/02/2017;58,5;2778247;;;;;;
16/02/2017;59,24;3145260;;;;;;
15/02/2017;59,46;4716207;;;;;;
14/02/2017;58,47;2317318;;;;;;
13/02/2017;58,85;1915267;;;;;;
10/02/2017;58,69;1190984;;;;;;
9/02/2017;58,64;1476834;;;;;;
8/02/2017;58,26;1025028;;;;;;
7/02/2017;57,81;2061451;;;;;;
6/02/2017;57,72;1710372;;;;;;
3/02/2017;57,8;1353287;;;;;;
2/02/2017;57,3;2620139;;;;;;
1/02/2017;57,35;3690042;;;;;;
31/01/2017;57,58;2273903;;;;;;
30/01/2017;58,04;1719506;;;;;;
27/01/2017;58,55;1336010;;;;;;
26/01/2017;58,75;2989690;;;;;;
25/01/2017;58,78;1993843;;;;;;
24/01/2017;58,1;1857079;;;;;;
23/01/2017;57,75;2315248;;;;;;
20/01/2017;57,7;2350521;;;;;;
19/01/2017;57,5;4201438;;;;;;
18/01/2017;56,95;2854577;;;;;;
17/01/2017;56,09;2828854;;;;;;
13/01/2017;56,22;3058612;;;;;;
12/01/2017;55,4;7378615;;;;;;
11/01/2017;56;2781558;;;;;;
10/01/2017;56,02;3384687;;;;;;
9/01/2017;56,96;3921784;;;;;;
6/01/2017;57,47;3358993;;;;;;
5/01/2017;57,32;5122197;;;;;;
4/01/2017;58;5614786;;;;;;
3/01/2017;56;2276369;;;;;;
30/12/2016;55,8062;1513882;;;;;;
29/12/2016;55,9088;941305;;;;;;
28/12/2016;55,4984;3686389;;;;;;
27/12/2016;56,2781;2152789;;;;;;
23/12/2016;56,155;1049918;;;;;;
22/12/2016;56,3191;2326594;;;;;;
21/12/2016;56,8936;3516724;;;;;;
20/12/2016;56,9141;4473857;;;;;;
19/12/2016;56,832;7040525;;;;;;
16/12/2016;56,4832;5541924;;;;;;
15/12/2016;56,0319;5161503;;;;;;
14/12/2016;54,7393;4878964;;;;;;
13/12/2016;54,1238;2834809;;;;;;
12/12/2016;53,3236;4565747;;;;;;
9/12/2016;54,411;2462087;;;;;;
8/12/2016;53,8366;4009784;;;;;;
7/12/2016;55,4779;5888695;;;;;;
6/12/2016;53,9802;5449832;;;;;;
5/12/2016;53,5288;6142598;;;;;;
2/12/2016;51,8259;3062551;;;;;;
1/12/2016;51,7233;5982648;;;;;;
30/11/2016;51,4361;3544203;;;;;;
29/11/2016;50,9026;3491020;;;;;;
28/11/2016;50,9026;3706882;;;;;;
25/11/2016;51,9285;743937;;;;;;
23/11/2016;51,354;2326334;;;;;;
22/11/2016;50,9847;2067347;;;;;;
21/11/2016;50,5333;2640957;;;;;;
18/11/2016;50,1025;2277319;;;;;;
17/11/2016;50,4102;3425822;;;;;;
16/11/2016;50,3692;2872686;;;;;;
15/11/2016;50,2461;2671821;;;;;;
14/11/2016;49,8973;4552609;;;;;;
11/11/2016;48,6458;2483476;;;;;;
10/11/2016;48,1328;7206336;;;;;;
9/11/2016;48,4406;2919733;;;;;;
8/11/2016;47,8046;2969547;;;;;;
7/11/2016;47,0044;2181253;;;;;;
4/11/2016;46,3479;3064685;;;;;;
3/11/2016;45,7118;2340542;;;;;;
2/11/2016;45,7529;2636443;;;;;;
1/11/2016;46,0401;2100373;;;;;;
31/10/2016;46,3684;3770989;;;;;;
28/10/2016;45,6503;2505976;;;;;;
27/10/2016;45,6503;3550260;;;;;;
26/10/2016;45,7939;5174791;;;;;;
25/10/2016;46,6351;2429945;;;;;;
24/10/2016;47,066;6765425;;;;;;
21/10/2016;47,0044;1856387;;;;;;
20/10/2016;47,1891;2393415;;;;;;
19/10/2016;47,3942;1314872;;;;;;
18/10/2016;47,2506;1571834;;;;;;
17/10/2016;46,6761;1676357;;;;;;
14/10/2016;46,9634;3186004;;;;;;
13/10/2016;46,6146;2259339;;;;;;
12/10/2016;46,6761;2065480;;;;;;
11/10/2016;46,2658;2433788;;;;;;
10/10/2016;46,8403;2303814;;;;;;
7/10/2016;46,0196;1082210;;;;;;
6/10/2016;46,2248;2114029;;;;;;
5/10/2016;46,6556;1666075;;;;;;
4/10/2016;46,8403;2390967;;;;;;
3/10/2016;46,9428;1189239;;;;;;
30/09/2016;47,0454;1914832;;;;;;
29/09/2016;46,8197;3350854;;;;;;
28/09/2016;46,9018;4332657;;;;;;
27/09/2016;47,3122;1217792;;;;;;
26/09/2016;47,0865;2097422;;;;;;
23/09/2016;48,4201;1034131;;;;;;
22/09/2016;48,3585;1385244;;;;;;
21/09/2016;47,8251;2979675;;;;;;
20/09/2016;47,8251;1754650;;;;;;
19/09/2016;47,2301;1142293;;;;;;
16/09/2016;47,2506;1601069;;;;;;
15/09/2016;47,3942;1456575;;;;;;
14/09/2016;47,4558;2022726;;;;;;
13/09/2016;47,0454;1929996;;;;;;
12/09/2016;47,2916;2587652;;;;;;
9/09/2016;46,6351;2973466;;;;;;
8/09/2016;48,0303;1359250;;;;;;
7/09/2016;48,5227;987614;;;;;;
6/09/2016;48,4816;926240;;;;;;
2/09/2016;48,7073;996844;;;;;;
1/09/2016;48,7689;3204985;;;;;;
31/08/2016;48,974;1869631;;;;;;
30/08/2016;48,7894;3145462;;;;;;
29/08/2016;49,2407;1311441;;;;;;
26/08/2016;49,2818;1678113;;;;;;
25/08/2016;49,6511;1080855;;;;;;
24/08/2016;49,5895;1508013;;;;;;
23/08/2016;49,5075;1325959;;;;;;
22/08/2016;49,5485;889441;;;;;;
19/08/2016;49,5895;1613000;;;;;;
18/08/2016;49,5485;4517935;;;;;;
17/08/2016;49,8152;4979163;;;;;;
16/08/2016;49,9999;2314625;;;;;;
15/08/2016;49,487;2006702;;;;;;
12/08/2016;49,0561;2399089;;;;;;
11/08/2016;48,5432;3405325;;;;;;
10/08/2016;48,338;2653472;;;;;;
9/08/2016;48,5842;4363907;;;;;;
8/08/2016;48,8714;2623573;;;;;;
5/08/2016;48,1123;1344091;;;;;;
4/08/2016;47,3532;1624348;;;;;;
3/08/2016;46,8403;2269832;;;;;;
2/08/2016;46,9223;1662203;;;;;;
1/08/2016;47,8456;1643857;;;;;;
29/07/2016;47,5789;3699681;;;;;;
28/07/2016;46,9634;3613767;;;;;;
27/07/2016;47,5378;5528161;;;;;;
26/07/2016;48,974;3013176;;;;;;
25/07/2016;49,1176;2101705;;;;;;
22/07/2016;49,9383;2540078;;;;;;
21/07/2016;49,1792;2913961;;;;;;
20/07/2016;49,2407;2238855;;;;;;
19/07/2016;49,0151;2271306;;;;;;
18/07/2016;49,2202;2155160;;;;;;
15/07/2016;48,8099;1267336;;;;;;
14/07/2016;48,6458;981565;;;;;;
13/07/2016;48,4611;2268592;;;;;;
12/07/2016;48,7483;3798715;;;;;;
11/07/2016;48,1328;1240897;;;;;;
8/07/2016;47,8661;1177419;;;;;;
7/07/2016;46,8608;2342442;;;;;;
6/07/2016;46,3068;1628822;;;;;;
5/07/2016;45,917;1539660;;;;;;
1/07/2016;46,9428;1346590;;;;;;
30/06/2016;46,2248;3024879;;;;;;
29/06/2016;45,7323;3885339;;;;;;
28/06/2016;44,1525;2563225;;;;;;
27/06/2016;43,3524;4441535;;;;;;
24/06/2016;44,8296;5615375;;;;;;
23/06/2016;48,0713;3589753;;;;;;
22/06/2016;46,9223;1785056;;;;;;
21/06/2016;46,9223;2741009;;;;;;
20/06/2016;47,5173;4289566;;;;;;
17/06/2016;46,1017;3444694;;;;;;
16/06/2016;44,6039;2469442;;;;;;
15/06/2016;44,4808;3062049;;;;;;
14/06/2016;43,3729;1949318;;;;;;
13/06/2016;43,455;1723739;;;;;;
10/06/2016;43,455;1716723;;;;;;
9/06/2016;44,3167;1161163;;;;;;
8/06/2016;44,5629;1869024;;;;;;
7/06/2016;44,7886;1406114;;;;;;
6/06/2016;45,1579;3786956;;;;;;
3/06/2016;44,5629;4768046;;;;;;
2/06/2016;44,3372;3288517;;;;;;
1/06/2016;42,9626;1168543;;;;;;
31/05/2016;42,6343;2324954;;;;;;
27/05/2016;42,5727;1570619;;;;;;
26/05/2016;42,0598;1778969;;;;;;
25/05/2016;43,0036;3193003;;;;;;
24/05/2016;42,7574;1967892;;;;;;
23/05/2016;42,306;2662799;;;;;;
20/05/2016;42,1419;2141007;;;;;;
19/05/2016;42,306;5540268;;;;;;
18/05/2016;43,2498;3851678;;;;;;
17/05/2016;44,6244;2679672;;;;;;
16/05/2016;44,6449;1471319;;;;;;
13/05/2016;44,1115;1966952;;;;;;
12/05/2016;44,9937;2233639;;;;;;
11/05/2016;45,7118;2749550;;;;;;
10/05/2016;46,8608;2794069;;;;;;
9/05/2016;45,4246;1445752;;;;;;
6/05/2016;45,1989;1676912;;;;;;
5/05/2016;45,2194;1205161;;;;;;
4/05/2016;45,2194;2981964;;;;;;
3/05/2016;45,5477;2166210;;;;;;
2/05/2016;45,6503;2133064;;;;;;
29/04/2016;45,2399;1994196;;;;;;
28/04/2016;45,6298;2748894;;;;;;
27/04/2016;45,7118;2816187;;;;;;
26/04/2016;44,3987;3559370;;;;;;
25/04/2016;44,6039;2629440;;;;;;
22/04/2016;44,4193;3279114;;;;;;
21/04/2016;45,3836;2908319;;;;;;
20/04/2016;44,9732;4101599;;;;;;
19/04/2016;45,7734;1666607;;;;;;
18/04/2016;45,6092;2314803;;;;;;
15/04/2016;46,1427;1663975;;;;;;
14/04/2016;46,5941;1545988;;;;;;
13/04/2016;46,7787;1943879;;;;;;
12/04/2016;46,0811;3052036;;;;;;
11/04/2016;45,7529;1715139;;;;;;
8/04/2016;45,7529;1889858;;;;;;
7/04/2016;45,3425;2191905;;;;;;
6/04/2016;45,6503;2142074;;;;;;
5/04/2016;44,8091;2241221;;;;;;
4/04/2016;45,5272;1511308;;;;;;
