"","X","Symbol","open_to_close","rk_parzen","close_price","open_time","rv5_ss","medrv","rsv","rsv_ss","close_time","rv10","rv10_ss","bv","rk_th2","open_price","nobs","rv5","rk_twoscale","bv_ss"
"11","2000-01-18 00:00:00+00:00",".FTSE",-0.0250045286874716,0.00030905461300441,6504.8,80001,0.00014695794971931,5.93533572403212e-05,0.000114318798232424,0.000114318798232424,162945,0.000134879719963967,0.000134879719963967,0.000124398713085292,0.000131119622620476,6669.5,2040,0.00014695794971931,0.000130004105484885,0.000124398713085292
"12","2000-01-19 00:00:00+00:00",".FTSE",-0.00914292083267476,4.14113120429535e-05,6445.4,80001,0.000116028992451576,5.0369348881736e-05,6.97129236437221e-05,6.97129236437221e-05,162945,9.737401374799e-05,9.737401374799e-05,0.000104772568747562,0.00011983044383861,6504.6,2040,0.000116028992451576,0.000118414127052791,0.000104772568747562
"13","2000-01-20 00:00:00+00:00",".FTSE",-0.015132381924456,0.000122888719758987,6348.6,80002,0.000112883575087824,5.20697137279557e-05,7.02635679990076e-05,7.02635679990076e-05,162946,0.000139220801143064,0.000139220801143064,0.000108835603420912,0.000118296852539198,6445.4,2040,0.000112883575087824,0.000119205766177877,0.000108835603420912
"14","2000-01-21 00:00:00+00:00",".FTSE",-0.000362344530591585,0.000115532299768557,6346.4,80001,0.000130700486064381,6.99655663085263e-05,8.49744266669931e-05,8.49744266669931e-05,162945,0.00012067444343129,0.00012067444343129,0.000133912593711579,0.000126889168904228,6348.7,2040,0.000130700486064381,0.000125792239963224,0.000133912593711579
"15","2000-01-24 00:00:00+00:00",".FTSE",0.0053118052981187,0.000227402358217414,6380.1,80002,0.000168500930403823,2.82110477206119e-05,5.1552326659707e-05,5.1552326659707e-05,162945,0.000121922539944492,0.000121922539944493,0.000147902751421591,9.67026086308948e-05,6346.3,2040,0.000168500930403823,9.58834145630407e-05,0.000147902751421591
"16","2000-01-25 00:00:00+00:00",".FTSE",-0.0166748238925578,0.000170455152935242,6274.3,80001,0.000139676099171975,3.39289717965557e-05,9.99532846665912e-05,9.99532846665912e-05,162945,0.000196830613205879,0.000196830613205879,0.000112363190090304,0.000122127115815945,6379.8,2040,0.000139676099171975,0.000117614462652335,0.000112363190090304
"17","2000-01-26 00:00:00+00:00",".FTSE",0.0159697287594796,0.000147684319048854,6375.1,80002,0.000100460252411245,6.03016815138287e-05,3.08085453735927e-05,3.08085453735927e-05,162945,0.000139910144953301,0.000139910144953301,0.000111444482098176,0.000115810535695687,6274.1,2040,0.000100460252411245,0.000114961319325253,0.000111444482098176
"18","2000-01-27 00:00:00+00:00",".FTSE",0.0102056033019924,7.15274349696611e-05,6441,80001,6.01928998435326e-05,2.33340380208943e-05,2.22697651328523e-05,2.22697651328523e-05,162945,5.55907577965591e-05,5.55907577965591e-05,5.67776736932542e-05,6.54738645321364e-05,6375.6,2040,6.01928998435326e-05,6.47826647610539e-05,5.67776736932542e-05
"19","2000-01-28 00:00:00+00:00",".FTSE",-0.0102369733906151,0.000253078332237141,6375.4,80001,0.0002025172610415,4.8828825684826e-05,0.000146945530191152,0.000146945530191152,162945,0.000184703451218804,0.000184703451218804,0.000147776264510535,0.00019598214912236,6441,2040,0.0002025172610415,0.00019158879784971,0.000147776264510535
"20","2000-01-31 00:00:00+00:00",".FTSE",-0.0169411126888175,0.000195056424109745,6268.5,80002,0.000145746417243321,5.45877119849391e-05,0.000100412861690782,0.000100412861690782,162945,0.000176507345370145,0.000176507345370145,0.000141099279500623,0.000116054262946152,6375.6,2040,0.000145746417243321,0.000114128939600134,0.000141099279500623
"21","2000-02-01 00:00:00+00:00",".FTSE",0.00367831881040637,0.000240083875253782,6291.6,80001,0.000241078042503657,6.38723000851072e-05,8.17855178907714e-05,8.17855178907714e-05,162945,0.000305712263055257,0.000305712263055257,0.000175690545316482,0.00020020667184662,6268.5,2040,0.000241078042503657,0.000190964132197472,0.000175690545316482
"22","2000-02-02 00:00:00+00:00",".FTSE",0.00182636849699946,0.000113429333674515,6302.4,80002,0.000173476622284798,4.0440036733968e-05,0.000110627587896912,0.000110627587896912,162945,0.000167938335152841,0.000167938335152841,9.23333356981488e-05,0.000166563190810864,6290.9,2040,0.000173476622284798,0.000167852750150238,9.23333356981488e-05
"23","2000-02-03 00:00:00+00:00",".FTSE",0.0033421273397245,0.000120755446752423,6323.9,80002,0.000290482592526567,9.26204468970413e-05,0.000118135705660867,0.000118135705660867,162945,0.00033904367411056,0.00033904367411056,0.000311409345356142,0.000261800507447128,6302.8,2040,0.000290482592526567,0.000256545204355182,0.000311409345356142
"24","2000-02-04 00:00:00+00:00",".FTSE",-0.022272350707782,0.000300708962565447,6185,80001,0.000181691192451244,4.97982817005569e-05,0.000128627178916981,0.000128627178916981,162945,0.000210974871800182,0.000210974871800182,0.000132195780757545,0.000239649096616068,6324.3,2040,0.000181691192451244,0.00023731539793511,0.000132195780757545
"25","2000-02-07 00:00:00+00:00",".FTSE",-0.0108427256853876,0.000134731275532867,6118.3,80001,0.000198817848249643,4.46844675506786e-05,0.000130539652433039,0.000130539652433039,162945,0.000230389052259251,0.000230389052259251,0.000149777734526483,0.000189724908620337,6185,2040,0.000198817848249643,0.000185226667066677,0.000149777734526483
"26","2000-02-08 00:00:00+00:00",".FTSE",0.0269598089484511,0.000190794095261364,6285.8,80001,0.000125753702039783,4.32669407761261e-05,2.90069759894768e-05,2.90069759894768e-05,162946,0.000160211757252813,0.000160211757252813,0.000110600923771352,0.000112535061260488,6118.6,2040,0.000125753702039783,0.000109839186981639,0.000110600923771352
"27","2000-02-09 00:00:00+00:00",".FTSE",0.00468213947871554,0.000513885875606177,6315.3,80001,0.000263897690288304,8.61316141929419e-05,9.03107922644403e-05,9.03107922644403e-05,162945,0.000392409689265806,0.000392409689265807,0.000265612106619789,0.000221762289813807,6285.8,2040,0.000263897690288304,0.000222007368343292,0.000265612106619789
"28","2000-02-10 00:00:00+00:00",".FTSE",-0.00565296220825218,0.000234151024569861,6279.8,80001,0.000222482681284182,0.000130605980457251,0.00012838888994055,0.00012838888994055,162945,0.000228286957821646,0.000228286957821646,0.000196177182362616,0.000178231587152323,6315.4,2040,0.000222482681284182,0.000172453618573755,0.000196177182362616
"29","2000-02-11 00:00:00+00:00",".FTSE",-0.0138216319979723,0.000295817204555585,6193.6,80001,0.000274055849793144,0.000117620652169614,0.000161751178646324,0.000161751178646324,162945,0.000280189367285269,0.000280189367285269,0.000275535022436797,0.000229133723033144,6279.8,2040,0.000274055849793144,0.000224520812350057,0.000275535022436797
"30","2000-02-14 00:00:00+00:00",".FTSE",-0.0201753575300465,0.000239211884547397,6069.6,80002,0.000183449252354315,7.88899255647542e-05,0.000133265824374644,0.000133265824374645,162946,0.000150269144195018,0.000150269144195018,0.000147923032466447,0.000186631070326385,6193.3,2008,0.000183449252354315,0.000186041527847259,0.000147923032466447
"31","2000-02-15 00:00:00+00:00",".FTSE",-0.0105021754092025,0.000323243493356933,6005.2,80001,0.000165433102299193,9.60263181010975e-05,8.44654362433765e-05,8.44654362433765e-05,162945,0.000246376383354911,0.000246376383354911,0.000173515518265541,0.000152011853291853,6068.6,2040,0.000165433102299193,0.000147872386053727,0.000173515518265541
"32","2000-02-16 00:00:00+00:00",".FTSE",0.0233709330360874,0.000373719104400872,6147.2,80001,0.000249884042748074,4.09918764692121e-05,6.02468491856315e-05,6.02468491856315e-05,162946,0.000306305295680676,0.000306305295680676,0.000164725263804854,0.000181488118503128,6005.2,2040,0.000249884042748074,0.000177998362586678,0.000164725263804854
"33","2000-02-17 00:00:00+00:00",".FTSE",0.00980955468012468,0.000383831718747126,6208,80001,0.000248226832684062,7.94645992979281e-05,0.000131688130022147,0.000131688130022147,162946,0.000317971392901566,0.000317971392901566,0.000215159117645804,0.000208934245409182,6147.4,2040,0.000248226832684062,0.000201401843008993,0.000215159117645804
"34","2000-02-18 00:00:00+00:00",".FTSE",-0.00706271269313596,0.000120683995211797,6165.6,80001,0.000129325317840269,6.3192895812423e-05,6.71883115928934e-05,6.71883115928934e-05,162946,0.000134207932890599,0.000134207932890599,0.000133114850056185,0.000121711317462964,6209.3,2040,0.000129325317840269,0.000120792838427922,0.000133114850056185
"35","2000-02-21 00:00:00+00:00",".FTSE",-0.013669647704095,0.000202307633901527,6081.3,80002,0.000163911853942504,3.80201245175532e-05,0.000108003048200206,0.000108003048200206,162945,0.000131838499093747,0.000131838499093747,0.000157690028605358,0.000161811571266123,6165,2040,0.000163911853942504,0.000160838182931306,0.000157690028605358
"36","2000-02-22 00:00:00+00:00",".FTSE",-0.0110945988008577,0.000330721249632297,6014.5,80002,0.000251427082483833,0.00011200414031955,0.000125120990703303,0.000125120990703303,162945,0.000229686015412813,0.000229686015412813,0.000225484513778189,0.000208756316187207,6081.6,2040,0.000251427082483833,0.000205047631328727,0.000225484513778189
"37","2000-02-23 00:00:00+00:00",".FTSE",0.0213346250217477,0.000280507477919735,6144.4,80001,0.000223578008208679,7.5960466950883e-05,6.40215736791477e-05,6.40215736791477e-05,162945,0.000306073490084701,0.000306073490084701,0.000186111195645245,0.000182128265130739,6014.7,2040,0.000223578008208679,0.000175679683349175,0.000186111195645245
"38","2000-02-24 00:00:00+00:00",".FTSE",-0.00945192803428618,0.000470448523877504,6086.3,80001,0.000256017058680377,4.93906148681507e-05,0.000117653067343298,0.000117653067343298,162945,0.000283053878014529,0.000283053878014529,0.000185076372008075,0.000234536957620386,6144.1,2040,0.000256017058680377,0.000230432709236575,0.000185076372008075
"39","2000-02-25 00:00:00+00:00",".FTSE",0.0180076503944626,0.000193284356539848,6197.3,80001,0.000173361643580742,4.67984428815209e-05,5.727263191056e-05,5.727263191056e-05,162945,0.000198738599737141,0.000198738599737141,0.000146984534354581,0.000164045103989949,6086.7,2040,0.000173361643580742,0.000164411480812192,0.000146984534354581
"40","2000-02-28 00:00:00+00:00",".FTSE",-0.0159378881862917,0.000307403262222484,6100,80001,0.00034253645795925,7.36957024493823e-05,0.00016637485934471,0.00016637485934471,162945,0.000291682114468542,0.000291682114468542,0.000251899123345053,0.00024386236984428,6198,2040,0.00034253645795925,0.000236704342062148,0.000251899123345053
"41","2000-02-29 00:00:00+00:00",".FTSE",0.0215703859539289,0.000130295627854391,6232.6,80001,0.000114177592487901,5.55353289531829e-05,3.66773154132921e-05,3.66773154132921e-05,162945,0.000121041206470761,0.000121041206470761,0.000108235724574671,0.000105821808382253,6099.6,2040,0.000114177592487901,0.000106015278406268,0.000108235724574671
"42","2000-03-01 00:00:00+00:00",".FTSE",0.0209892284648667,0.000324649435586256,6364.8,80001,0.00018469884431578,5.34289842643167e-05,5.54603787185056e-05,5.54603787185056e-05,162945,0.000213941325320639,0.000213941325320639,0.000118090767187703,0.000161234793765239,6232.6,2040,0.00018469884431578,0.000160356969129826,0.000118090767187703
"43","2000-03-02 00:00:00+00:00",".FTSE",0.010440368030995,0.000165209570538673,6431.7,80001,7.52540425239946e-05,2.80946872098991e-05,2.90756990565891e-05,2.90756990565891e-05,162945,9.58204181530451e-05,9.58204181530451e-05,7.19205017009489e-05,8.50348884901972e-05,6364.9,2040,7.52540425239946e-05,8.50086704787035e-05,7.19205017009489e-05
"44","2000-03-03 00:00:00+00:00",".FTSE",0.00860699751370753,0.000124300458569488,6487.7,80001,0.000152691877197979,3.46039339077812e-05,5.68413572255035e-05,5.68413572255035e-05,162945,0.000195223740059721,0.000195223740059721,0.000124214961576689,0.000127740352370826,6432.1,2040,0.000152691877197979,0.000125540970778571,0.000124214961576689
"45","2000-03-06 00:00:00+00:00",".FTSE",0.0123473488771726,0.000141847261135304,6568.1,80001,0.000135126004872365,7.41408633766569e-05,5.30516233815273e-05,5.30516233815273e-05,162945,0.000181811182555216,0.000181811182555216,0.000146052456233604,0.000106798964308485,6487.5,2040,0.000135126004872365,0.000104894607273267,0.000146052456233604
"46","2000-03-07 00:00:00+00:00",".FTSE",-0.015667639325418,0.000161555094188323,6465.7,80001,0.000183342980725238,5.15412402157687e-05,0.000137717632666658,0.000137717632666658,162946,0.000238975482669332,0.000238975482669332,0.000134249668400716,0.000154136906701011,6567.8,2040,0.000183342980725238,0.000147175882095194,0.000134249668400716
"47","2000-03-08 00:00:00+00:00",".FTSE",-0.00866653453477184,8.83406264989811e-05,6410.7,80001,0.000168620267226383,8.07994245944555e-05,0.000108946878333998,0.000108946878333998,162946,0.000142740646393643,0.000142740646393643,0.000154896510484199,0.000171132897195217,6466.5,2040,0.000168620267226383,0.000171274923471342,0.000154896510484199
"48","2000-03-09 00:00:00+00:00",".FTSE",0.0186973322333088,0.000266846434212056,6532.2,80001,0.000197955245262396,6.38379754084693e-05,4.39596869716348e-05,4.39596869716348e-05,162946,0.000247963600733212,0.000247963600733212,0.000139457216634201,0.000153584298331453,6411.2,2040,0.000197955245262396,0.000149674553905458,0.000139457216634201
"49","2000-03-10 00:00:00+00:00",".FTSE",0.00558745957804696,0.000298282786966371,6568.7,80001,0.000175671886320843,4.75269836431137e-05,4.41792084308145e-05,4.41792084308145e-05,162946,0.00023379068829854,0.00023379068829854,0.000131741388192188,0.000138912292530696,6532.1,2040,0.000175671886320843,0.000134710037794431,0.000131741388192188
"50","2000-03-13 00:00:00+00:00",".FTSE",-0.0156654757461858,0.000272695553594781,6466.6,80002,0.000174174733791408,7.47626344026896e-05,0.000102980538926213,0.000102980538926213,162945,0.000159553500616848,0.000159553500616848,0.000168474720135996,0.000146190545135173,6568.7,2037,0.000174174733791408,0.000142140788250862,0.000168474720135996
"51","2000-03-14 00:00:00+00:00",".FTSE",0.00318038926756437,8.09574789302442e-05,6487.5,80002,0.000107579054694806,2.76921550402528e-05,4.38924652617125e-05,4.38924652617125e-05,162946,0.00010615447553665,0.00010615447553665,0.000102825695861959,9.05335724977149e-05,6466.9,2040,0.000107579054694806,9.01251095184493e-05,0.000102825695861959
"52","2000-03-15 00:00:00+00:00",".FTSE",-0.00618517225976234,0.000154208716237402,6447.1,80002,0.000196664726141503,4.24320355418108e-05,0.000127874895808605,0.000127874895808605,162945,0.000169333446556867,0.000169333446556867,0.000119969738732729,0.000148266540560192,6487.1,2040,0.000196664726141503,0.000144751236467847,0.000119969738732729
"53","2000-03-16 00:00:00+00:00",".FTSE",0.0169487762416818,0.000150001903949911,6557.2,80001,0.000157395955360817,4.55318734354885e-05,3.70948014722652e-05,3.70948014722652e-05,162946,0.000151068556011546,0.000151068556011546,0.000105183570000857,0.000141437537337834,6447,2040,0.000157395955360817,0.000138443668805592,0.000105183570000857
"54","2000-03-17 00:00:00+00:00",".FTSE",-0.00633368597852879,0.000604585590230033,6515.8,80001,0.000432654983033712,0.000109568604306051,0.000111463674479217,0.000111463674479217,141530,0.000486332872674802,0.000486332872674802,0.000220540658903846,0.000335161493444644,6557.2,1503,0.000432654983033712,0.000319825656928521,0.000220540658903846
"55","2000-03-20 00:00:00+00:00",".FTSE",0.00871458594820496,0.000103277570457254,6615.4,80004,8.29330425561644e-05,2.42025463382544e-05,3.37162090701431e-05,3.37162090701431e-05,162945,0.000103334320950203,0.000103334320950203,6.72253504821064e-05,9.88235436061837e-05,6558,2040,8.29330425561644e-05,9.9704678505032e-05,6.72253504821064e-05
"56","2000-03-21 00:00:00+00:00",".FTSE",-0.00191896585862139,0.000105608682238588,6611.8,80004,8.35577661370003e-05,4.84230079237113e-05,3.74090815102479e-05,3.74090815102479e-05,162946,0.000107462945799083,0.000107462945799083,7.91942451443338e-05,8.71506326551476e-05,6624.5,2040,8.35577661370003e-05,9.01093310056968e-05,7.91942451443338e-05
"57","2000-03-22 00:00:00+00:00",".FTSE",-0.00158786601531169,0.000185076298285688,6607.4,80004,0.00020116561835654,6.92820472314768e-05,8.12304010724714e-05,8.12304010724714e-05,162945,0.000242690212888153,0.000242690212888153,0.000167445133322882,0.000174150832267015,6617.9,2040,0.00020116561835654,0.000172744792086976,0.000167445133322882
"58","2000-03-23 00:00:00+00:00",".FTSE",-0.00193845468986531,5.91160538631761e-05,6596.8,80004,7.45492565329553e-05,3.55174231145708e-05,3.79807616485804e-05,3.79807616485804e-05,162945,6.83329155293593e-05,6.83329155293593e-05,7.770859946538e-05,8.17682937709689e-05,6609.6,2040,7.45492565329553e-05,8.17583299351929e-05,7.770859946538e-05
"59","2000-03-24 00:00:00+00:00",".FTSE",0.022505878959139,0.000175848464318318,6744.7,80004,0.00014033252963665,3.94880227519183e-05,3.24774740293604e-05,3.24774740293604e-05,162945,0.000131099594897233,0.000131099594897233,8.5868593141257e-05,0.000111757085157488,6594.6,2040,0.00014033252963665,0.000111728251521753,8.5868593141257e-05
"60","2000-03-27 00:00:00+01:00",".FTSE",-0.00886907248357716,0.000135635812255357,6679,90003,9.44665087894853e-05,2.74030552409974e-05,6.0885694827293e-05,6.0885694827293e-05,172945,9.9816077659108e-05,9.9816077659108e-05,8.13146155345871e-05,0.000106963935023357,6738.5,2040,9.44665087894853e-05,0.000107060097989684,8.13146155345871e-05
"61","2000-03-28 00:00:00+01:00",".FTSE",-0.0047366458435949,0.000136938993202775,6655.6,90004,0.0001277270083272,7.12826042099203e-05,6.54581081688012e-05,6.54581081688012e-05,172945,0.000120432975924482,0.000120432975924482,0.000131255833474002,0.000123168167655476,6687.2,2040,0.0001277270083272,0.000121941346408935,0.000131255833474002
"62","2000-03-29 00:00:00+01:00",".FTSE",-0.00762285101353122,5.4486654984308e-05,6599.6,90003,7.52172110486685e-05,3.69111784212673e-05,4.67918840914758e-05,4.67918840914758e-05,172945,8.57548135319572e-05,8.57548135319572e-05,8.26472080816324e-05,8.44164529401595e-05,6650.1,2040,7.52172110486685e-05,8.35391367666529e-05,8.26472080816324e-05
"63","2000-03-30 00:00:00+01:00",".FTSE",-0.0230712841430165,0.000207125189918092,6448.3,90004,0.000150589040505519,5.75887130277627e-05,0.000109804079268809,0.000109804079268809,172945,0.000157792049189386,0.000157792049189386,0.000147550012836074,0.000138072727129669,6598.8,2040,0.000150589040505519,0.00013739968471969,0.000147550012836074
"64","2000-03-31 00:00:00+01:00",".FTSE",0.0172585152112692,0.000227532638491716,6557.4,90004,0.000160496453966275,6.01361903077992e-05,6.2262730273188e-05,6.2262730273188e-05,172945,0.000172778288283699,0.000172778288283699,0.000128242046903976,0.000143955652778756,6445.2,2040,0.000160496453966275,0.000145020368559842,0.000128242046903976
"65","2000-04-03 00:00:00+01:00",".FTSE",-0.0115492660329792,0.000131320798880845,6465.1,90004,0.000129639714723572,0,0.000103703039857142,0.000103703039857142,172945,0.000148558904704554,0.000148558904704554,5.93255132126378e-05,0.000117279437200533,6540.2,943,0.000129639714723572,0.000120450584542225,5.93255132126378e-05
"66","2000-04-04 00:00:00+01:00",".FTSE",-0.00613132222619228,0.00013851904881933,6422.6,90004,0.000176722208855075,6.34633891457501e-05,7.88554689158646e-05,7.88554689158646e-05,172945,0.000121280696288152,0.000121280696288152,0.000201087801521782,0.000180386464674617,6462.1,2040,0.000176722208855075,0.000183375088205993,0.000201087801521782
"67","2000-04-05 00:00:00+01:00",".FTSE",-0.00744949292023378,0.000410799513849214,6379.3,163117,0.000161858650876149,5.70382446631155e-05,0.000121841846657018,0.000121841846657018,193131,0.000241079916003338,0.000241079916003338,0.000168099979978608,0.000157254612475224,6427,716,0.000161858650876149,0.000145958490082875,0.000168099979978608
"68","2000-04-06 00:00:00+01:00",".FTSE",0.0119515574987332,8.26709323741696e-05,6456,90004,0.000124815197649569,6.62460599089932e-05,4.45584128775292e-05,4.45584128775292e-05,172945,0.000128833751223793,0.000128833751223793,0.000115498450386663,0.000125865937649941,6379.3,2040,0.000124815197649569,0.000128461430879331,0.000115498450386663
"69","2000-04-07 00:00:00+01:00",".FTSE",0.0182479527779318,0.000212812515497532,6569.9,90004,0.000145051433726687,4.33559399083396e-05,4.29993658050419e-05,4.29993658050419e-05,172945,0.000182908822060451,0.000182908822060451,0.000129573499310503,0.000136016489612966,6451.1,2040,0.000145051433726687,0.000136365562865661,0.000129573499310503
"70","2000-04-10 00:00:00+01:00",".FTSE",-0.00615292601112571,8.21954176829886e-05,6529.6,90004,7.59424872630954e-05,4.38518288760974e-05,3.89447162570152e-05,3.89447162570152e-05,172945,6.07287424395017e-05,6.07287424395017e-05,7.87657959201026e-05,8.00704281388382e-05,6569.9,2040,7.59424872630954e-05,8.25849987026724e-05,7.87657959201026e-05
"71","2000-04-11 00:00:00+01:00",".FTSE",-0.0245904504842738,0.000259426623391928,6374.7,90004,0.000226497638717034,7.14317265353757e-05,0.000186269107404252,0.000186269107404252,172945,0.000315533378031907,0.000315533378031907,0.000174110761469409,0.000169869518750906,6533.4,2040,0.000226497638717034,0.00016440870367027,0.000174110761469409
"72","2000-04-12 00:00:00+01:00",".FTSE",-0.00291998511998415,0.000184907006708467,6360.6,90004,0.000163490155147001,5.57644198856733e-05,7.54700530845341e-05,7.54700530845341e-05,172947,0.000204726246967096,0.000204726246967096,0.000146208592554673,0.000158186614503309,6379.2,2040,0.000163490155147001,0.000159574528960185,0.000146208592554673
"73","2000-04-13 00:00:00+01:00",".FTSE",0.00132179405554567,0.000251607047509299,6359.2,90004,0.00018337930790109,5.51248272555276e-05,0.000100570594753294,0.000100570594753294,172945,0.000259903749506898,0.000259903749506898,0.000160608039856706,0.000185437009763899,6350.8,2040,0.00018337930790109,0.000180634329631041,0.000160608039856706
"74","2000-04-14 00:00:00+01:00",".FTSE",-0.0285943469181209,0.000259169296774674,6177.8,90003,0.000247316032077571,5.42233367510868e-05,0.000193526917210038,0.000193526917210038,172946,0.000272448491896032,0.000272448491896032,0.000177330435669134,0.000214805144800908,6357,2040,0.000247316032077571,0.000208981943510722,0.000177330435669134
"75","2000-04-17 00:00:00+01:00",".FTSE",-0.0303852876466522,0.00192884627366463,5993.2,90004,0.00159640210856535,0.00018677216120178,0.00140058489794194,0.00140058489794194,172946,0.00180082682711219,0.00180082682711219,0.000485369685984784,0.000953297822125653,6178.1,2040,0.00159640210856535,0.00089202255292543,0.000485369685984784
"76","2000-04-18 00:00:00+01:00",".FTSE",0.0146882479084329,0.000352611962655142,6083.3,90003,0.000238223628643856,8.18394786589099e-05,9.0258025863406e-05,9.0258025863406e-05,172945,0.000349707192567411,0.000349707192567411,0.000228846175081465,0.00019585022321111,5994.6,2040,0.000238223628643856,0.00019188964841108,0.000228846175081465
"77","2000-04-19 00:00:00+01:00",".FTSE",0.017818570186968,0.000370078254601584,6183.2,90004,0.000260923106952772,4.36855007599413e-05,6.81287088131333e-05,6.81287088131333e-05,172945,0.000257408005141577,0.000257408005141577,0.00013959242082134,0.000270585735786565,6074,2040,0.000260923106952772,0.000263886811241101,0.00013959242082134
"78","2000-04-20 00:00:00+01:00",".FTSE",0.00898151801186842,0.00019944729424866,6240.7,90004,0.000143786529937955,5.06206194730752e-05,8.1198404537719e-05,8.11984045377191e-05,172945,0.000159161754971095,0.000159161754971095,0.000107399221611025,0.000121297243186314,6184.9,2040,0.000143786529937955,0.000120837710113099,0.000107399221611025
"79","2000-04-25 00:00:00+01:00",".FTSE",0.00565596101074206,0.000201235035925877,6276.6,90004,0.000222761157899519,4.61214361710398e-05,0.000141709521513201,0.000141709521513201,172945,0.000275597038570494,0.000275597038570494,0.000147704415209438,0.000219002449704256,6241.2,2040,0.000222761157899519,0.000211117247664316,0.000147704415209438
"80","2000-04-26 00:00:00+01:00",".FTSE",-0.00574622490937671,0.000137714610590714,6247,90004,0.000150326303552916,2.64475114761636e-05,6.54498110118076e-05,6.54498110118076e-05,172945,0.000180491508799808,0.000180491508799808,8.68440257824979e-05,0.000135513653342911,6283,2040,0.000150326303552916,0.0001346163855494,8.6844025782498e-05
"81","2000-04-27 00:00:00+01:00",".FTSE",-0.0132739972430063,0.000469922564631309,6174,90004,0.000236367401436302,6.80212050360699e-05,0.000168857015980675,0.000168857015980675,172945,0.000288639752749212,0.000288639752749212,0.000185914391792641,0.000204523081615408,6256.5,2040,0.000236367401436302,0.00020155741787836,0.000185914391792641
