Date;NFLX;TSLA;AAPL
2016-01-04;109.95999908447266;44.68199920654297;24.36453628540039
2016-01-05;107.66000366210938;44.68600082397461;23.753976821899414
2016-01-06;117.68000030517578;43.80799865722656;23.28911590576172
2016-01-07;114.55999755859375;43.130001068115234;22.30620765686035
2016-01-08;111.38999938964844;42.20000076293945;22.42415428161621
2016-01-11;114.97000122070312;41.56999969482422;22.78725814819336
2016-01-12;116.58000183105469;41.99399948120117;23.11797523498535
2016-01-13;106.55999755859375;40.0620002746582;22.523605346679688
2016-01-14;107.05999755859375;41.236000061035156;23.016216278076172
2016-01-15;104.04000091552734;40.99800109863281;22.463472366333008
2016-01-19;107.88999938964844;40.944000244140625;22.354780197143555
2016-01-20;107.73999786376953;39.7400016784668;22.384841918945312
2016-01-21;102.3499984741211;39.99399948120117;22.271520614624023
2016-01-22;100.72000122070312;40.5099983215332;23.45563316345215
2016-01-25;99.12000274658203;39.2760009765625;22.997716903686523
2016-01-26;97.83000183105469;38.71200180053711;23.124914169311523
2016-01-27;91.1500015258789;37.61399841308594;21.605453491210938
2016-01-28;94.41000366210938;37.939998626708984;21.76041030883789
2016-01-29;91.83999633789062;38.2400016784668;22.512041091918945
2016-02-01;94.08999633789062;39.38800048828125;22.30158233642578
2016-02-02;91.48999786376953;36.555999755859375;21.850603103637695
2016-02-03;90.73999786376953;34.69599914550781;22.283084869384766
2016-02-04;89.70999908447266;35.066001892089844;22.462125778198242
2016-02-05;82.79000091552734;32.52000045776367;21.86220932006836
2016-02-08;83.31999969482422;29.597999572753906;22.092409133911133
2016-02-09;86.12999725341797;29.649999618530273;22.087757110595703
2016-02-10;88.44999694824219;28.733999252319336;21.920339584350586
2016-02-11;86.3499984741211;30.0939998626709;21.787796020507812
2016-02-12;87.4000015258789;30.20800018310547;21.85523223876953
2016-02-16;89.05000305175781;31.034000396728516;22.47142791748047
2016-02-17;94.76000213623047;33.736000061035156;22.81556510925293
2016-02-18;90.48999786376953;33.354000091552734;22.38306999206543
2016-02-19;89.2300033569336;33.316001892089844;22.33191680908203
2016-02-22;91.93000030517578;35.54800033569336;22.527231216430664
2016-02-23;89.12000274658203;35.44200134277344;22.018001556396484
2016-02-24;91.61000061035156;35.79999923706055;22.345863342285156
2016-02-25;94.52999877929688;37.486000061035156;22.499330520629883
2016-02-26;94.79000091552734;38.06800079345703;22.534208297729492
2016-02-29;93.41000366210938;38.38600158691406;22.483057022094727
2016-03-01;98.30000305175781;37.27000045776367;23.37596321105957
2016-03-02;97.61000061035156;37.667999267578125;23.42711639404297
2016-03-03;97.93000030517578;39.14799880981445;23.601511001586914
2016-03-04;101.58000183105469;40.20800018310547;23.952627182006836
2016-03-07;95.48999786376953;41.05799865722656;23.687551498413086
2016-03-08;96.2300033569336;40.52000045776367;23.492223739624023
2016-03-09;98.0;41.74399948120117;23.513154983520508
2016-03-10;97.36000061035156;41.0359992980957;23.5247745513916
2016-03-11;97.66000366210938;41.5;23.778234481811523
2016-03-14;98.12999725341797;43.029998779296875;23.838687896728516
2016-03-15;97.86000061035156;43.667999267578125;24.31770133972168
2016-03-16;99.3499984741211;44.38600158691406;24.640911102294922
2016-03-17;99.72000122070312;45.2760009765625;24.60137939453125
2016-03-18;101.12000274658203;46.54800033569336;24.629283905029297
2016-03-21;101.05999755859375;47.66400146484375;24.6269588470459
2016-03-22;99.83999633789062;46.847999572753906;24.8153018951416
2016-03-23;99.58999633789062;44.51599884033203;24.678110122680664
2016-03-24;98.36000061035156;45.54999923706055;24.571147918701172
2016-03-28;101.20999908447266;46.051998138427734;24.45953369140625
2016-03-29;104.12999725341797;46.0260009765625;25.03852653503418
2016-03-30;102.19000244140625;45.37799835205078;25.475679397583008
2016-03-31;102.2300033569336;45.95399856567383;25.343137741088867
2016-04-01;105.69999694824219;47.518001556396484;25.575666427612305
2016-04-04;104.3499984741211;49.39799880981445;25.838420867919922
2016-04-05;104.94000244140625;51.09400177001953;25.533809661865234
2016-04-06;104.83000183105469;53.08399963378906;25.80121612548828
2016-04-07;104.44999694824219;51.439998626708984;25.238500595092773
2016-04-08;103.80999755859375;50.013999938964844;25.266407012939453
2016-04-11;102.68000030517578;49.98400115966797;25.350114822387695
2016-04-12;106.9800033569336;49.56399917602539;25.68030548095703
2016-04-13;109.6500015258789;50.90599822998047;26.052345275878906
2016-04-14;110.41999816894531;50.37200164794922;26.06629753112793
2016-04-15;111.51000213623047;50.902000427246094;25.54311180114746
2016-04-18;108.4000015258789;50.7760009765625;24.992023468017578
2016-04-19;94.33999633789062;49.4739990234375;24.85948371887207
2016-04-20;96.7699966430664;49.99399948120117;24.910642623901367
2016-04-21;94.9800033569336;49.65800094604492;24.640911102294922
2016-04-22;95.9000015258789;50.75;24.57347869873047
2016-04-25;93.55999755859375;50.36399841308594;24.4339599609375
2016-04-26;92.43000030517578;50.74800109863281;24.264211654663086
