upc,descrip,price,q,sales,volsales,unit,descrip1,descrip2,descrip3,descrip4,descrip5,descrip6
3410029602,MEISTER BRAU BEER,.35422295,106656.53,37147.43,37863070.35,Oz,MEISTER,BRAU,BEER,,,
3410031306,MILWAUKEE'S BEST BEE,.3197346,700783,218595.36,248777959.7,Oz,MILWAUKEE'S,BEST,BEE,,,
3410031602,MILWAUKEE'S BEST BEE,.35718399,270066.19,95742.602,95873501.43000001,Oz,MILWAUKEE'S,BEST,BEE,,,
3410032505,MILLER RESERVE LNNR,.69172603,74597.195,48567.199,26482004.55,Oz,MILLER,RESERVE,LNNR,,,
3410048505,LEINENKUGELS HONEY W,.91109473,23704.117,21570.98,8414961.964,Oz,LEINENKUGELS,HONEY,W,,,
3410050306,LEINENKUGEL PREM REG,.52463335,3574.8113,1850.51,1269058.027,Oz,LEINENKUGEL,PREM,REG,,,
3410050505,LEINENKUGEL PREM REG,.65611827,281324.47,178071.02,99870182.51000001,Oz,LEINENKUGEL,PREM,REG,,,
3410050525,LEINENKUGEL PREM REG,.62418306,16536.502,9990.9004,5870458.037,Oz,LEINENKUGEL,PREM,REG,,,
3410050528,LEINENKUGEL NR BTLS,.65446579,63135.008,39636.34,22412927.51,Oz,LEINENKUGEL,NR,BTLS,,,
3410051505,LEINNKGL LNGNCK PRM,.63748002,53310.273,33117.719,18925147.24,Oz,LEINNKGL,LNGNCK,PRM,,,
3410052505,LEINENKUGEL LIMITED,.78641278,84565.883,63271.918,30020887.84,Oz,LEINENKUGEL,LIMITED,,,,
3410053505,LEINENKUGEL BOCK BEE,.79558522,26391.225,19048.609,9368884.799000001,Oz,LEINENKUGEL,BOCK,BEE,,,
3410054574,LEINENKUGEL 125TH AN,1.1561414,4054.6516,4459.5298,1439401.385,Oz,LEINENKUGEL,125TH,AN,,,
3410057306,MILLER LITE BEER,.4742713,14091618,6539291.5,5002524544,Oz,MILLER,LITE,BEER,,,
3410057505,MILLER LITE LONGNECK,.61412573,1874280.8,1082151.6,665369680.4,Oz,MILLER,LITE,LONGNECK,,,
3410057525,MILLER LITE BEER N.R,.62166703,792798.38,456020.56,281443428.3,Oz,MILLER,LITE,BEER,N.R,,
3410057528,MILLER LITE BEER N.R,.57335526,2846893.5,1544306.4,1010647153,Oz,MILLER,LITE,BEER,N.R,,
3410057579,MILLER LITE NR BTLS,.83277929,78293.469,64295.129,27794181.79,Oz,MILLER,LITE,NR,BTLS,,
3410057602,MILLER LITE BEER,.58733726,3228798.5,1812962,1146223434,Oz,MILLER,LITE,BEER,,,
3410059505,LEINENKUGEL RED LAGE,.874713,101810.15,86456.867,36142602.36,Oz,LEINENKUGEL,RED,LAGE,,,
3410059574,LEINENKUGEL RED NR B,.7973187,23860.066,18415.949,8470323.551000001,Oz,LEINENKUGEL,RED,NR,B,,
3410062302,MILLER ICEHOUSE CANS,.49933264,11.996011,5.9899998,4258.583984,Oz,MILLER,ICEHOUSE,CANS,,,
3410062306,MILLER ICEHOUSE CANS,.48645401,523721.84,250136.88,185921260,Oz,MILLER,ICEHOUSE,CANS,,,
3410062505,MILLER ICEHOUSE LN,.63902384,408272.25,248863.84,144936647.8,Oz,MILLER,ICEHOUSE,LN,,,
3410062528,MILLER ICEHOUSE N.R.,.5838505,737118.88,404404.19,261677211.1,Oz,MILLER,ICEHOUSE,N.R.,,,
3410062602,MILLER ICEHOUSE CANS,.6466791,14131.301,9109.2197,5016611.939,Oz,MILLER,ICEHOUSE,CANS,,,
3410064306,"MILLER LITE ""ICE""",.48482499,509230.66,242210.86,180776890.6,Oz,MILLER,LITE,"""ICE""",,,
3410064505,"MILLER LITE ""ICE"" L.",.64656848,184186.75,112680.02,65386298.64,Oz,MILLER,LITE,"""ICE""",L.,,
3410064528,"MILLER LITE ""ICE"" N.",.57510155,449922.41,243791.63,159722451.2,Oz,MILLER,LITE,"""ICE""",N.,,
3410064602,MILLER LITE ICE,.60847378,29438.211,17326.51,10450565.11,Oz,MILLER,LITE,ICE,,,
3410067306,MILLER RED DOG CANS,.50632381,218543.33,108279.9,77582883.18000001,Oz,MILLER,RED,DOG,CANS,,
3410067505,MILLER RED DOG NR BT,.64479887,144276.03,91350.195,51217989.74,Oz,MILLER,RED,DOG,NR,BT,
3410067528,MILLER RED DOG NR BT,.60556668,353306.53,200301.73,125423815.7,Oz,MILLER,RED,DOG,NR,BT,
3410070505,MILLER RESEVER AMBER,.76181,25221.613,18172.471,8953672.842,Oz,MILLER,RESEVER,AMBER,,,
3410071505,MILLER RESERVE VELVE,.93197644,623.79254,581.35999,221446.3672,Oz,MILLER,RESERVE,VELVE,,,
3410078505,LEINENKUGEL WINTER L,.86397022,12979.684,11035.46,4607787.887,Oz,LEINENKUGEL,WINTER,L,,,
3410079505,LEINENKUGEL ICE,.87957996,7701.439,6637.9199,2734010.917,Oz,LEINENKUGEL,ICE,,,,
3682493103,WIT BEER,.99866527,11.996011,11.98,4258.583984,Oz,WIT,BEER,,,,
3692011111,GOOSE ISLAND ALE,.89386857,53.982048,47.509998,19163.62793,Oz,GOOSE,ISLAND,ALE,,,
3692011115,GOOSE ISLAND KILGUBB,.98477179,53.982048,52.909996,19163.62793,Oz,GOOSE,ISLAND,KILGUBB,,,
3692011118,GOOSE ISLAND,.87362373,23.992022,20.959999,8517.167969,Oz,GOOSE,ISLAND,,,,
3828194001,DOM MICRO BREW MIX N,1.1619884,157855.52,182003.13,56038706.65,Oz,DOM,MICRO,BREW,MIX,N,
3876630214,ASAHI SUPER DRY BIG,1.2072351,379.67374,458.68997,134784.1836,Oz,ASAHI,SUPER,DRY,BIG,,
3876636120,ASAHI BEER,1.0546736,1481.5073,1558.0299,525935.1221,Oz,ASAHI,BEER,,,,
4006311676,KIRIN LIGHT BEER NR,.83194321,17.994017,14.969999,6387.875977,Oz,KIRIN,LIGHT,BEER,NR,,
4006311696,KIRIN BEER NR BTL,.89605653,7491.5088,6687.8101,2659485.698,Oz,KIRIN,BEER,NR,BTL,,
4006315706,KIRIN DRY BEER NR BT,.85478735,1949.3518,1660.45,692019.8975,Oz,KIRIN,DRY,BEER,NR,BT,
4052210016,BELLS PALE ALE,1.0820264,5.9980054,6.4899998,2129.291992,Oz,BELLS,PALE,ALE,,,
4185100104,TOSELLI NON-ALCOHOLI,2.6409931,2577.4648,6706.79,915000,ML,TOSELLI,NON-ALCOHOLI,,,,
4199900007,PETE'S SEASONAL BREW,1.1997006,648.7843,781.52997,230318.4213,Oz,PETE'S,SEASONAL,BREW,,,
4257205715,CLAUSTHALER GERMAN N,.99608898,88050.719,86096.172,31258006.51,Oz,CLAUSTHALER,GERMAN,N,,,
4323700007,NEW AMSTERDAM BLONDE,1.0198587,473.84244,486.20999,168214.0674,Oz,NEW,AMSTERDAM,BLONDE,,,
4323700008,NEW AMSTERDAM BLACK/,1.0195055,119.96011,122.8,42585.83984,Oz,NEW,AMSTERDAM,BLACK/,,,
4323700100,NEW AMSTERDAM BEER,1.0195055,59.980053,60.899998,21292.91992,Oz,NEW,AMSTERDAM,BEER,,,
4323700200,NEW AMSTERDAM ALE,.99866527,35.988033,35.939999,12775.75195,Oz,NEW,AMSTERDAM,ALE,,,
4323700300,NEW AMSTERDAM LIGHT,1.1653874,17.994017,20.969999,6387.875977,Oz,NEW,AMSTERDAM,LIGHT,,,
4327900100,COORS PARTY BALL TAP,.87336624,2627.1265,2286.8098,932629.8926,Oz,COORS,PARTY,BALL,TAP,,
4523810001,RAZOR'S EDGE,1.1814184,203.93219,240.15999,72395.92773,Oz,RAZOR'S,EDGE,,,,
4948308600,HACKER PSCHORR DARK,1.3321095,179.94016,239.7,63878.75977,Oz,HACKER,PSCHORR,DARK,,,
4948311200,HACKER-PSCHORR WEISS,1.4154705,2225.26,3149.79,789967.3291,Oz,HACKER-PSCHORR,WEISS,,,,
4948318000,HACKER PSCHOOR NR BT,1.363547,5572.147,7595.71,1978112.261,Oz,HACKER,PSCHOOR,NR,BT,,
4948361740,PSCHORR BRAU WEISS N,1.4134876,14413.724,20373.619,5116871.977,Oz,PSCHORR,BRAU,WEISS,N,,
5093961201,BOULDER PALE ALE,.90274745,2939.0227,2617.5898,1043353.076,Oz,BOULDER,PALE,ALE,,,
5093961206,BOULDER BROWN ALE,.87849545,1397.5353,1213.1699,496125.0342,Oz,BOULDER,BROWN,ALE,,,
5093961207,BOULDER AMBER,.89171052,2789.0725,2448.75,990120.7764,Oz,BOULDER,AMBER,,,,
5230000002,OLD MILWAUKEE LIGHT,.46892241,40282.605,18797.949,14300325.02,Oz,OLD,MILWAUKEE,LIGHT,,,
5230000012,SCHLITZ BEER,.40539667,54617.84,20358.631,19389332.95,Oz,SCHLITZ,BEER,,,,
5230000022,OLD MILWAUKEE BEER,.46312767,151695.56,69451.422,53851923.86,Oz,OLD,MILWAUKEE,BEER,,,
5230000026,OLD MILWAUKEE-REGULA,.40026847,8151.9561,3173.8999,2893944.363,Oz,OLD,MILWAUKEE-REGULA,,,,
5230000027,OLD MILWAUKEE BEER N,.42911977,10886.38,4690.6699,3864664.807,Oz,OLD,MILWAUKEE,BEER,N,,
5230000035,OLD MILWAUKEE N.A. C,.44610131,281222.5,125702.46,99833984.59,Oz,OLD,MILWAUKEE,N.A.,C,,
5230000042,SCHLITZ MALT LIQUOR,.59064543,2747.0864,1618.0199,975215.7324,Oz,SCHLITZ,MALT,LIQUOR,,,
5230000046,SCHILTZ MALT LIQUOR,.47650215,559.81384,244.53999,198733.9116,Oz,SCHILTZ,MALT,LIQUOR,,,
5230000047,SCHLITZ MALT LIQUOR,.52211916,12882.383,6749.6997,4573245.838,Oz,SCHLITZ,MALT,LIQUOR,,,
5230000057,SCHLITZ RED BULL NR,.53717858,1386.2057,744.63995,492103.0171,Oz,SCHLITZ,RED,BULL,NR,,
5230000201,AUGSBURGER REG BEER,.56852227,59.980053,34.099998,21292.91992,Oz,AUGSBURGER,REG,BEER,,,
5230000207,AUGSBURGER DARK BEER,.58640701,65.978058,38.689999,23422.21191,Oz,AUGSBURGER,DARK,BEER,,,
5230000208,AUGSBURGER REG BEER,.61087775,186801.89,107774.72,66314669.96,Oz,AUGSBURGER,REG,BEER,,,
5230000211,AUGSBURGER LIGHT BEE,.58506262,2597.1365,1464.37,921983.4325999999,Oz,AUGSBURGER,LIGHT,BEE,,,
5230000214,AUGSBURGER DARK BEER,.59949893,36251.945,20875.859,12869440.82,Oz,AUGSBURGER,DARK,BEER,,,
5230000215,AUGSBURGER BOCK BEER,.6136933,5986.0093,3610.3999,2125033.41,Oz,AUGSBURGER,BOCK,BEER,,,
5230000218,AUGSBURGER GOLDEN NR,.66605473,47.984043,31.959999,17034.33594,Oz,AUGSBURGER,GOLDEN,NR,,,
5230000226,AUGSBURGER BOCK BEER,.52072865,17.994017,9.3699999,6387.875977,Oz,AUGSBURGER,BOCK,BEER,,,
5230000240,AUGSBURGER GOLDEN,.62611324,487343.94,288264.16,173007104,Oz,AUGSBURGER,GOLDEN,,,,
5230000242,AUGSBURGER DARK BEER,.61988938,207590.97,123070.79,73694796.04000001,Oz,AUGSBURGER,DARK,BEER,,,
5230000243,AUGSBURGER BOCK,.61431485,53880.082,31915.828,19127430,Oz,AUGSBURGER,BOCK,,,,
5230000289,AUGSBURGER GOLDEN NR,1.013064,5.4981718,5.5700002,1951.851013,Oz,AUGSBURGER,GOLDEN,NR,,,
5230000349,AUGSBURGER OKTOBERFE,.66908205,3796.7375,2506.8899,1347841.832,Oz,AUGSBURGER,OKTOBERFE,,,,
5230000350,OLD MILWAUKEE LONGNE,.51961714,107.9641,56.32,38327.25586,Oz,OLD,MILWAUKEE,LONGNE,,,
5230000540,OLD MILWAUKEE LIGHT,.43099681,42070.012,17995.189,14934854.04,Oz,OLD,MILWAUKEE,LIGHT,,,
5230000548,SCHLITZ ICE CAN,.37668771,2957.0166,1117.5699,1049740.955,Oz,SCHLITZ,ICE,CAN,,,
5230000966,OLD MILWAUKEE LIGHT,.34666091,415061.97,141127.59,147347006.1,Oz,OLD,MILWAUKEE,LIGHT,,,
5230001300,OLD MILWAUKEE N.A. B,.55140328,19415.543,10650.279,6892518.185,Oz,OLD,MILWAUKEE,N.A.,B,,
5230001301,OLD MILWAUKEE N.A. B,.48678482,21268.928,10311.18,7550469.413,Oz,OLD,MILWAUKEE,N.A.,B,,
5230001966,SCHLITZ REGULAR,.33302736,2831.0586,942.82001,1005025.82,Oz,SCHLITZ,REGULAR,,,,
5230002330,OLD MILWAUKEE LONGNE,.52134812,515.82849,269,183119.1113,Oz,OLD,MILWAUKEE,LONGNE,,,
5230002540,OLD MILWAUKEE BEER,.43202916,136070.75,58373.398,48305118.17,Oz,OLD,MILWAUKEE,BEER,,,
5230002546,OLD MILWAUKEE N/A BE,.37388933,51318.934,19124.061,18218222.29,Oz,OLD,MILWAUKEE,N/A,BE,,
5230002553,OLD MILWAUKEE,.29941502,24591.824,7366.7002,8730097.245999999,Oz,OLD,MILWAUKEE,,,,
5230002554,OLD MILWAUKEE LIGHT,.29959959,13135.633,3935.4302,4663149.499,Oz,OLD,MILWAUKEE,LIGHT,,,
5230002966,OLD MILWAUKEE BEER,.34799933,833866.75,282280.31,296022690.5,Oz,OLD,MILWAUKEE,BEER,,,
6206701171,LABATTS '50' ALE NR,.8144291,5716.0991,4474.8198,2029215.27,Oz,LABATTS,'50',ALE,NR,,
6206704971,LABATTS BLUE LIGHT N,.8309527,12985.682,10487.04,4609917.174,Oz,LABATTS,BLUE,LIGHT,N,,
6206704972,LABATTS BLUE LIGHT N,.99866527,17.994017,17.969999,6387.875977,Oz,LABATTS,BLUE,LIGHT,N,,
6206705155,LABATT BLUE,.885351,21882.723,17798.811,7768366.769,Oz,LABATT,BLUE,,,,
6206705171,LABATTS BLUE REG NR,.84910035,90186.008,73432.68,32016034.44,Oz,LABATTS,BLUE,REG,NR,,
6206705172,end,.90799826,29354.238,25702.85,10420755.02,Oz,end,,,,,
6206738072,LABATTS BLUE NR BTLS,.85949177,12871.72,10779.6,4569460.618,Oz,LABATTS,BLUE,NR,BTLS,,
6227405870,MURPHY'S IRISH STOUT,1.2064413,4.9650159,5.9900002,1762.580566,Oz,MURPHY'S,IRISH,STOUT,,,
6810940359,TENNENTS LAGERNR BTL,1.1653874,5.9980054,6.9899998,2129.291992,Oz,TENNENTS,LAGERNR,BTL,,,
6821301112,MOLSON EXPORT ALE NR,.91285247,9134.9619,8233.2695,3242911.704,Oz,MOLSON,EXPORT,ALE,NR,,
6821302112,MOLSON GOLDEN NR BTL,.8586418,373783.72,293887.66,132693218.7,Oz,MOLSON,GOLDEN,NR,BTL,,
6821302117,MOLSON GOLDEN N.R.'S,.77256787,230347.41,163167.86,81773329.93000001,Oz,MOLSON,GOLDEN,N.R.'S,,,
6821303111,MOLSON EXPORT ALE NR,.99866527,35.988033,35.939999,12775.75195,Oz,MOLSON,EXPORT,ALE,NR,,
6821303112,MOLSON CANADIAN BEER,.80098546,31057.672,23187.68,11025473.96,Oz,MOLSON,CANADIAN,BEER,,,
6821306112,MOLSON LIGHT NR BTL,.82687283,108467.93,84866.203,38506116.45,Oz,MOLSON,LIGHT,NR,BTL,,
6821309112,MOLSON ICE,.89452755,131404.3,109511.57,46648529.04,Oz,MOLSON,ICE,,,,
6821309117,MOLSON ICE N.R.,.74580222,115557.57,82350.305,41022939.61,Oz,MOLSON,ICE,N.R.,,,
6821309451,MOLSON ICE BIG CAN,1.0766078,39.986702,43.200001,14195.27966,Oz,MOLSON,ICE,BIG,CAN,,
7031000030,MICHEAL SHEAS VARIET,.83277678,71.976067,59.939995,25551.50391,Oz,MICHEAL,SHEAS,VARIET,,,
7031033006,MICHAEL SHEA'S IRS A,.80545717,34428.551,27273.709,12222136.06,Oz,MICHAEL,SHEA'S,IRS,A,,
7031037037,JW DUNDEE HONEY BROW,.83194321,239.92021,199.59999,85171.67969,Oz,JW,DUNDEE,HONEY,BROW,,
7089701123,FOSTERS LAGER 6PK NR,1.0185779,82832.453,82616.375,29405522.42,Oz,FOSTERS,LAGER,6PK,NR,,
7089701331,FOSTER'S LAGER,1.0792111,70772.305,76027.352,25124167.97,Oz,FOSTER'S,LAGER,,,,
7089713123,JOHN COURAGE AMBER B,1.0992905,1583.4734,1730.36,562133.0858999999,Oz,JOHN,COURAGE,AMBER,B,,
7089716123,FOSTERS LAGER 6PK NR,1.0405651,587.8045,611.81995,208670.6152,Oz,FOSTERS,LAGER,6PK,NR,,
7089718331,FOSTER'S LAGER,1.120814,495.66855,548.87,175962.3331,Oz,FOSTER'S,LAGER,,,,
7125000018,COLT 45 QT,.37137344,48746.457,18103.141,17304992.46,Oz,COLT,45,QT,,,
7125000019,COLT 45 BEER NR BTL.,.54754722,18303.912,10069.63,6497889.127,Oz,COLT,45,BEER,NR,BTL.,
7143922033,ROLLING ROCK KING SI,1.0345094,1785.0731,1834.76,633700.9634,Oz,ROLLING,ROCK,KING,SI,,
7143934500,ROLLING ROCK PREM BE,.68673182,317324.47,210681.94,112650193,Oz,ROLLING,ROCK,PREM,BE,,
7143934512,ROLLING ROCK NR,.737315,1091.637,804.09003,387531.1445,Oz,ROLLING,ROCK,NR,,,
7143934806,ROLLING ROCK PREM BE,.70056695,98055.398,66271.57,34809665.57,Oz,ROLLING,ROCK,PREM,BE,,
7199000007,COORS BEER,.63497955,9938.6953,6318.7798,3528236.83,Oz,COORS,BEER,,,,
7199000021,COORS BEER N.R.BTLS,.6338774,251.91623,159.17999,89430.26367,Oz,COORS,BEER,N.R.BTLS,,,
7199000025,COORS LIGHT BEER N.R,.64060974,281.90625,180.63,100076.7236,Oz,COORS,LIGHT,BEER,N.R,,
7199000027,COORS BEER,.62307131,65378.258,40518.848,23209282.72,Oz,COORS,BEER,,,,
7199000028,COORS LIGHT BEER,.62487662,125736.19,78011.547,44636348.06,Oz,COORS,LIGHT,BEER,,,
7199000041,COORS BEER N.R.BTLS,.5919475,2771.0786,1555.2699,983732.8983999999,Oz,COORS,BEER,N.R.BTLS,,,
7199000047,COORS BEER,.54329008,369297.19,185797.92,131100508.2,Oz,COORS,BEER,,,,
7199000048,COORS LIGHT BEER,.55705023,731336.81,378390.78,259624573.3,Oz,COORS,LIGHT,BEER,,,
7199009001,COORS WINTERFEST BEE,.83154064,10706.439,8897.9004,3800786.215,Oz,COORS,WINTERFEST,BEE,,,
7199009501,BLUE MOON HONEY BLON,1.0122567,1499.5013,1513,532322.998,Oz,BLUE,MOON,HONEY,BLON,,
7199009511,BLUE MOON BELGIAN WH,1.0293378,2531.1582,2558.77,898561.2206999999,Oz,BLUE,MOON,BELGIAN,WH,,
7199009521,BLUE MOON NUT BROWN,1.009241,1133.623,1136.61,402436.1865,Oz,BLUE,MOON,NUT,BROWN,,
7199009532,BLUE MOON HARVEST PU,1.0641739,1145.619,1215.5499,406694.7705,Oz,BLUE,MOON,HARVEST,PU,,
7199009541,BLUE MOON RASPBERRY,1.0354395,4306.5679,4449.2998,1528831.65,Oz,BLUE,MOON,RASPBERRY,,,
7199009561,BLUE MOON ABBEY ALE,.99866527,29.990026,29.949999,10646.45996,Oz,BLUE,MOON,ABBEY,ALE,,
7199010001,COORS BEER,.6395613,16901.047,10555.53,5999871.551,Oz,COORS,BEER,,,,
7199010005,COORS REG BEER PARTY,.43872246,7378.7134,3211.02,2619443.252,Oz,COORS,REG,BEER,PARTY,,
7199010006,COORS REGULAR LONGNE,.61695516,140479.28,81569.734,49870147.83,Oz,COORS,REGULAR,LONGNE,,,
7199011600,COORS BEER,.46891445,675591.38,306942.69,239834933.2,Oz,COORS,BEER,,,,
7199030001,COORS LIGHT BEER,.64622825,7418.8667,4756.4702,2633697.565,Oz,COORS,LIGHT,BEER,,,
7199030004,COORS LIGHT BEER PAR,.44837898,8535.0791,3814.45,3029953.012,Oz,COORS,LIGHT,BEER,PAR,,
7199030005,COORS LIGHT LONGNECK,.62584764,249607,149148.13,88610486.45999999,Oz,COORS,LIGHT,LONGNECK,,,
7199031600,COORS LIGHT BEER,.47291827,1265003.4,581894.44,449076199.4,Oz,COORS,LIGHT,BEER,,,
7199036400,COORS LIGHT BEER N.R,.60483843,12739.764,7477.3896,4522616.193,Oz,COORS,LIGHT,BEER,N.R,,
7199038006,COORS RED LIGHT LNNR,.6652211,155.94814,103.73999,55361.5918,Oz,COORS,RED,LIGHT,LNNR,,
7199038011,COORS RED LIGHT NR B,.66605473,23.992022,15.98,8517.167969,Oz,COORS,RED,LIGHT,NR,B,
7199047006,KEYSTONE REGULAR BEE,.35003322,135243.03,46727.438,48011275.86,Oz,KEYSTONE,REGULAR,BEE,,,
7199047506,KEYSTONE DRY BEER,.35023871,6549.8218,2271.77,2325186.855,Oz,KEYSTONE,DRY,BEER,,,
7199048006,KEYSTONE LIGHT BEER,.35069188,187233.73,64834.047,66467978.92,Oz,KEYSTONE,LIGHT,BEER,,,
7199066200,HERMAN JOSEPHS SPECI,.83194321,5.9980054,4.9899998,2129.291992,Oz,HERMAN,JOSEPHS,SPECI,,,
7199070002,KILLIAN'S IRISH RED,.83000481,562654.94,445468.19,199742494.4,Oz,KILLIAN'S,IRISH,RED,,,
7199070012,KILLIAN'S IRISH RED,.95780683,1997.3358,1897.39,709054.2152,Oz,KILLIAN'S,IRISH,RED,,,
7199070015,KILLIAN'S IRISH RED,.93906218,165.94482,153.37,58910.41046,Oz,KILLIAN'S,IRISH,RED,,,
7199076400,KILLIAN'S RED NR 12O,.83109409,37043.684,29797.971,13150507.36,Oz,KILLIAN'S,RED,NR,12O,,
7199076502,KILLIAN'S IRISH BRWN,.81886375,803.73273,651.84998,285325.127,Oz,KILLIAN'S,IRISH,BRWN,,,
7199076601,KILLIAN'S WILDE HONE,.82504833,19277.59,15500.64,6843544.476,Oz,KILLIAN'S,WILDE,HONE,,,
7199077005,COORS CUTTER NON-ALC,.6035468,261279.13,150245.67,92754088.65000001,Oz,COORS,CUTTER,NON-ALC,,,
7199077603,ZIMA CLEARMALT L.N.N,.80906224,366646.09,295056.38,130159361.2,Oz,ZIMA,CLEARMALT,L.N.N,,,
7199077609,ZIMA CLEARMALT,1.0857956,6174.4473,6703.9399,2191928.695,Oz,ZIMA,CLEARMALT,,,,
7199077803,ZIMA GOLD LNNR,.81814396,8703.1055,7159.9697,3089602.68,Oz,ZIMA,GOLD,LNNR,,,
7199077807,ZIMA GOLD BIG BOTTLE,1.0858154,54.98172,59.700001,19518.51031,Oz,ZIMA,GOLD,BIG,BOTTLE,,
7199080003,CASTLEMAINE XXXX,.99866527,509.83047,509.14999,180989.8193,Oz,CASTLEMAINE,XXXX,,,,
7199084001,COORS ARTIC ICE NR B,.64847422,1841.3877,1109.4199,653692.6426,Oz,COORS,ARTIC,ICE,NR,B,
7199084004,COORS ARTIC ICE CANS,.6400044,107.9641,69.209999,38327.25586,Oz,COORS,ARTIC,ICE,CANS,,
7199084009,COORS ARTIC ICE CANS,.53265512,575.80853,305.76001,204412.0313,Oz,COORS,ARTIC,ICE,CANS,,
7199090002,COORS EXTRA GOLD BEE,.4617666,101174.36,45915.051,35916897.35,Oz,COORS,EXTRA,GOLD,BEE,,
7199090014,COORS EXTRA GOLD BEE,.63116497,12193.945,7671.25,4328850.621,Oz,COORS,EXTRA,GOLD,BEE,,
7199091200,COORS EXTRA GOLD BEE,.61385059,13069.654,8007.2598,4639727.251,Oz,COORS,EXTRA,GOLD,BEE,,
7199091400,COORS EXTRA GOLD BEE,.5254631,58252.629,29147.648,20679683.85,Oz,COORS,EXTRA,GOLD,BEE,,
7204000002,STROHS LIGHT BEER,.50706637,77596.195,39239.32,27546650.52,Oz,STROHS,LIGHT,BEER,,,
7204000006,STROHS BEER N.R.BTLS,.5900777,15610.81,9194.9795,5541837.2,Oz,STROHS,BEER,N.R.BTLS,,,
7204000007,STROHS BEER,.54606164,1271.5771,684.11005,451409.8909,Oz,STROHS,BEER,,,,
7204000009,STROHS BEER,.50766581,149734.2,75763.25,53155645.38,Oz,STROHS,BEER,,,,
7204001110,STROH'S BEER,.40215671,45440.891,18240.039,16131515.71,Oz,STROH'S,BEER,,,,
7204001111,STROHS BEER,.036820572,4198.604,151.81999,1490504.426,Oz,STROHS,BEER,,,,
7204001112,STROH'S LIGHT,.40113282,15522.838,6217,5510607.544,Oz,STROH'S,LIGHT,,,,
7204001113,STROHS BEER,.038506575,16015125,596762.19,5685369439,Oz,STROHS,BEER,,,,
7204001122,STROHS REG LONGNECK,.50753492,146081.42,72942.617,51858906.54,Oz,STROHS,REG,LONGNECK,,,
7204001123,STROHS LIGHT LONGNEC,.50123143,50503.207,25013.561,17928638.57,Oz,STROHS,LIGHT,LONGNEC,,,
7204001151,STROHS BEER N.R.BTLS,.66638225,2155.2832,1437.98,765125.5698000001,Oz,STROHS,BEER,N.R.BTLS,,,
7204004441,STROHS LIGHT BEER,.038316436,5548.1553,208.33,1969595.133,Oz,STROHS,LIGHT,BEER,,,
7204004443,STROHS LIGHT BEER,.038397342,8135695,303376.75,2888171720,Oz,STROHS,LIGHT,BEER,,,
7204004456,STROHS NONALCOHOLIC,.6298216,37997.363,23816.379,13489064.78,Oz,STROHS,NONALCOHOLIC,,,,
7204031232,STROH'S,.36081582,560423.69,196973.8,198950397,Oz,STROH'S,,,,,
7204031310,STROHS BEER,.40933552,651719.31,258705.5,231360351.4,Oz,STROHS,BEER,,,,
7204031313,STROH'S DRAFT LIGHT,.37687528,239.92023,90.420006,85171.67969,Oz,STROH'S,DRAFT,LIGHT,,,
7204031373,STROH'S,.37741673,8097.3076,3036.28,2874544.167,Oz,STROH'S,,,,,
7204031374,STROHS LIGHT BEER,.36441252,10106.64,3662.5801,3587856.98,Oz,STROHS,LIGHT,BEER,,,
7204061321,STROHS LIGHT BEER,.40426067,274204.81,108324.98,97342712.91,Oz,STROHS,LIGHT,BEER,,,
7204061328,STROHS LIGHT BEER,.35926732,263372.44,92530.938,93497210.98999999,Oz,STROHS,LIGHT,BEER,,,
7231111201,WHITBREAD ALE NR BTL,1.2479148,47.984043,59.879997,17034.33545,Oz,WHITBREAD,ALE,NR,BTL,,
7231113001,PILSNER URQUELL NR B,1.2075889,461.84641,561.63,163955.4834,Oz,PILSNER,URQUELL,NR,B,,
7231113003,FOSTER'S LAGER,1.1015949,43987.457,45961,15615547.98,Oz,FOSTER'S,LAGER,,,,
7231133140,DOS EQUIS AMBER LNNR,1.0493239,1415.5293,1459.8199,502512.9102,Oz,DOS,EQUIS,AMBER,LNNR,,
7231163001,PILSNER URQUELL NR B,1.2415425,36090,44259.449,12811949.93,Oz,PILSNER,URQUELL,NR,B,,
7231163006,FOSTERS LAGER 6PK NR,1.0453475,287.90427,301.11996,102206.0156,Oz,FOSTERS,LAGER,6PK,NR,,
7231163009,MOOSEHEAD BEER NR BT,.85786837,460676.81,369261.81,163540271.8,Oz,MOOSEHEAD,BEER,NR,BT,,
7231163011,DOS EQUIS BEER,.96615708,143532.27,134352.48,50953957.44,Oz,DOS,EQUIS,BEER,,,
7231163012,DOS EQUIS BEER,.98951334,16770.424,16194.64,5953500.41,Oz,DOS,EQUIS,BEER,,,
7231163018,MACKESON STOUT NR BT,1.2479148,55.981384,69.860001,19873.39136,Oz,MACKESON,STOUT,NR,BT,,
7231163029,CLAUSTHALER GERMAN N,.97324127,61533.539,59022.508,21844406.56,Oz,CLAUSTHALER,GERMAN,N,,,
7231163050,MOOSEHEAD LIGHT NR B,.81200904,47384.242,37074.988,16821406.75,Oz,MOOSEHEAD,LIGHT,NR,B,,
7231163075,MOOSEHEAD ICE NR,.8435213,20837.07,16978.609,7397160.393,Oz,MOOSEHEAD,ICE,NR,,,
7231193040,MOOSEHEAD BEER NR BT,.76424658,128381.31,93946.938,45575365.84,Oz,MOOSEHEAD,BEER,NR,BT,,
