upc,descrip,price,q,sales,volsales,unit
1820000875,WINTER BREW,.96915251,2597.136381626129,2505.459934711456,921983.43359375,Oz
1820000877,BUDWEISER LIGHT NR,.59777409,383824.3709392548,215390.5880527496,136257653.53125,Oz
1820000884,MICHELOB LIGHT BEER,.64515579,119552.2457914352,70965.84002685547,42441048.08789063,Oz
1820000885,BUDWEISER LIGHT BEER,.64092731,149.2836885452271,95.67999267578125,52995.71020507813,Oz
1820000891,MICHELOB REGULAR BEE,.65884095,395640.4417552948,238759.7703733444,140452358.7324219,Oz
1820000902,BUDWEISER LIGHT BEER,.65093452,9140.960506439209,5933.759870529175,3245040.998046875,Oz
1820000926,BUDWEISER BEER N.R.B,.59896785,806467.8375692368,450085.6790838242,286296084.8574219,Oz
1820000928,BUDWEISER BEER LONG,.61187005,23.99202156066895,14.67999935150146,8517.16796875,Oz
1820000956,MICHELOB LIGHT BEER,.66535807,246805.9310884476,155565.3972024918,87616107.02246094,Oz
1820000972,BUDWEISER BEER,.60773921,17517.50788116455,10600.66912984848,6218715.399902344,Oz
1820000987,MICHELOB REGULAR BEE,.67182136,736549.0863842964,466412.8740334511,261474928.0214844,Oz
1820000988,MICHELOB REGULAR BEE,.96375942,4513.499418973923,4353.300088167191,1602292.286010742,Oz
1820000997,BUDWEISER BEER N.R.B,.64943641,25143.63936853409,16209.93985128403,8925992.05859375,Oz
1820011047,BUDWEISER BEER,.593876,1408199.750833511,812002.3263845444,499910916.7675781,Oz
1820011168,BUDWEISER BEER,.47643793,4563642.539587021,2132987.407969475,1620093108.328125,Oz
1820015168,NATURAL LIGHT,.34240547,9860.72106552124,3181.769950866699,3500556.03515625,Oz
1820023920,BUDWEISER DRAFT BALL,.44757521,11609.58552932739,5146.889966964722,4121402.83203125,GA
1820029031,BUDWEISER DRY BEER,.4873319,9380.8805103302,4531.799966812134,3330212.6796875,Oz
1820029167,BUDWEISER DRY BEER,.46422112,193231.7444076538,88503.82858657837,68597270.8828125,Oz
1820041047,MICHELOB REGULAR BEE,.66020864,3214.930918693542,2123.319978713989,1141300.5078125,Oz
1820041218,MICHELOB,.53312141,7953.355443954468,4196.519985198975,2823441.206054688,Oz
1820043218,MICHELOB LIGHT,.52679348,2105.299983978271,1092.830005645752,747381.5,Oz
1820043273,MICHELOB LIGHT BEER,.49933264,59.98005390167236,29.94999885559082,21292.919921875,Oz
1820053047,BUDWEISER LIGHT BEER,.59171367,662383.7422542572,380935.7050132751,235146232.4277344,Oz
1820053168,BUDWEISER LIGHT BEER,.47562671,1878335.419773102,878861.1426925659,666809082.0898438,Oz
1820053178,BUDWEISER LIGHT BEER,.47450069,2039.321859359741,968.1499938964844,723959.27734375,Oz
1820057920,BUDWEISER LT DRAFT B,.44776958,8583.390251159668,3840.439979553223,3047103.515625,GA
1820061047,BUSCH BEER,.4499132,151173.7308568954,66990.31970119476,53666675.45898438,Oz
1820061166,BUSCH BEER,.35081553,26007.35202407837,9007.239851951599,9232610.1171875,Oz
1820061168,BUSCH BEER,.35071188,1397967.151258469,478421.9642734528,496278344.5273438,Oz
1820079047,O'DOUL'S NON ALCOHOL,.58091247,208286.7391357422,116901.5478696823,73941793.84179688,Oz
1820079283,O'DOUL'S N/A LONGNEC,.56761187,3208.932903766632,1805.989935159683,1139171.215820313,Oz
1820084167,ICE DRAFT LIGHT,.51008362,12235.93111419678,6225.859968185425,4343755.66796875,Oz
1820086167,BUSCH LIGHT BEER,.35039827,801237.5705833435,274451.5254678726,284439342.1679688,Oz
1820087167,BUD ICE,.48191705,127493.6044311523,60892.349858284,45260230.62890625,Oz
1820092867,MICHELOB GOLDEN DRAF,.47626939,1219490.495771408,567465.4409608841,432919131.7539063,Oz
1820092876,MICHELOB GOLDEN DRAF,.49780485,19433.53782463074,9581.720045089722,6898906.0703125,Oz
1820096867,MICHELOB GOLDEN DRAF,.47567448,831707.4390907288,388944.0001039505,295256145.390625,Oz
1969380011,GUINESS STOUT GIFT B,1.2587838,2111.297904014587,2647.360098838806,749510.7631835938,Oz
1975120103,MORETTI N.R. BTLS,1.1903957,29.99002695083618,35.54999923706055,10646.4599609375,Oz
1975120104,MORETTI N.R. BTLS,1.1297166,677.7746105194092,763.9699878692627,240609.9951171875,Oz
2017224253,CHERRY RAIL BEER,1.1653874,5.998005390167236,6.989999771118164,2129.2919921875,Oz
2124222010,RED HOOK DOUBLE BLAC,1.4677606,194.2687417268753,285.1400027275085,68965.40277099609,Oz
2124260002,BLACKHOOK PORTER N.R,1.0820264,1529.491378307343,1654.949956893921,542969.4580078125,Oz
2124260003,BALLARD BITTER N.R.,1.0820264,1121.627013206482,1213.629978179932,398177.6025390625,Oz
2124260006,RED HOOK ESB N.R.,1.1153073,13843.39658737183,15193.89957809448,4914405.920898438,Oz
2124260007,WHEAT HOOK N.R.,1.1653874,905.6988158226013,1055.489965438843,321523.0908203125,Oz
2124260011,WHEAT HOOK N.R.,1.1653874,1175.609059810638,1370.03995513916,417341.23046875,Oz
2129697503,ST REGIS NON-ALCHL C,2.9968193,4584.507130146027,13222.18009519577,1627500,ML
2129697506,ST REGIS NON-ALCH WH,2.7871728,2002.816958427429,5554.210119247437,711000,ML
2129697507,ST REGIS NON-ALCH CH,2.7006323,1652.112727165222,4461.980051994324,586500,ML
2129697508,ST REGIS NON-ALCHL C,2.8007619,1823.239493846893,5095.070130348206,647250,ML
2210000047,PABST LIGHT BEER,.48516124,713.7626466751099,345.3299894332886,253385.7470703125,Oz
2210000071,PABST BEER,.48553175,4012.665666103363,1946.929955720901,1424496.342773438,Oz
2210000170,PABST BEER,.47502881,1511.497371673584,717.840003490448,536581.58203125,Oz
2210000171,PABST BLUE RIBBON,.3328335,17586.15216636658,5852.669885635376,6243084.140625,Oz
2210000230,BIG BEAR MALT LIQUOR,.42218581,3742.08885383606,1583.749963760376,1328441.552246094,Oz
2210000392,OLD ENGLISH MALT LIQ,.56343734,4135.291442871094,2336.33998298645,1468028.470703125,Oz
2210000600,HAMMS BEER,.48194066,14311.24105501175,6898.319811105728,5080490.693359375,Oz
2210000640,HAMMS DRAFT BEER,.48014355,2099.301903247833,1008.839967250824,745252.197265625,Oz
2210000700,HAMMS LIGHT BEER,.48182681,1001.6669049263,482.6299815177917,355591.7626953125,Oz
2210009510,PABST GENUINE DRAFT,.33293805,1727.425575256348,574.8599853515625,613236.09375,Oz
2210014392,OLD ENGLISH BEER 800,.47810385,13545.49530673027,6474.95007622242,4808650.879882813,Oz
2210018500,HAMMS BEER,.45381752,851.7167682647705,372.0899810791016,302359.462890625,Oz
2210018510,HAMMS BEER,.33161864,223749.5968875885,71853.06864738464,79431108.4453125,Oz
2210018570,HAMMS DRAFT BEER,.40496793,347.8843202590942,136.9699945449829,123498.9375,Oz
2210018580,HAMMS DRAFT BEER,.33051899,163409.6613998413,52836.89896965027,58010431.0703125,Oz
2210021500,HAMMS LIGHT BEER,.46598822,95.96808624267578,44.71999740600586,34068.671875,Oz
2210021510,HAMMS LIGHT BEER,.32963181,72791.79448699951,23362.02949523926,25841087.6640625,Oz
2210047510,PABST LIGHT,.31635517,1559.481422424316,493.3500099182129,553615.91796875,Oz
2556924161,SUMMIT EXTRA PALE AL,1.0080847,1421.527282714844,1424.129951477051,504642.2021484375,Oz
2556971416,SUMMIT PORTER - UNIO,1.1520497,161.9461460113525,184.7299938201904,57490.8837890625,Oz
2791610005,PIKE PLACE PALE ALE,1.1653874,5.998005390167236,6.989999771118164,2129.2919921875,Oz
2981520001,ZYWIEC POLISH BEER N,.99333912,22156.63255405426,21819.68957424164,7865604.606445313,Oz
2981520002,OKOCIM POLISH BEER N,.99750668,31729.44962072372,31627.59949111938,11263954.67480469,Oz
3354494405,TSINGTAO BEER,1.0691065,8973.016181468964,9460.559832572937,3185420.823242188,Oz
3410000004,MILLER HIGH LIFE BEE,.62108868,208544.6534547806,128875.7380771637,74033353.38671875,Oz
3410000007,MILLER HIGH LIFE BEE,.53243238,48167.98211193085,22861.29953861237,17099633.74169922,Oz
3410000008,MILLER HIGH LIFE N.R,.66314441,13870.05454182625,8772.640027999878,4923869.363952637,Oz
3410000031,MILLER HIGH LIFE N.R,.68124354,90628.53094816208,56662.95055127144,32173128.37719727,Oz
3410000091,MAGNUM MALT LIQUOR,.36612171,15258.25902509689,5297.069874882698,5416681.997070313,Oz
3410000104,MEISTER BRAU BEER,.38303834,234869.9020195007,84104.37810266018,83378816.05859375,Oz
3410000129,MILLER RED DOG CANS,.66460901,11870.05281877518,7883.749577045441,4213868.854492188,Oz
3410000144,RED DOG 22OZ NR,.85619366,186.9378454685211,158.1800029277802,66362.93542480469,Oz
3410000154,MILWAUKEE'S BEST BEE,.38682383,470321.6103391647,174306.4080824852,166964173.3691406,Oz
3410000304,MILLER SHARP'S N/A C,.51312816,85555.55038309097,43933.57962059975,30372221.00878906,Oz
3410000354,MILLER LITE BEER,.63286161,1302167.01671648,816713.3229513168,462269292.6738281,Oz
3410000357,MILLER LITE BEER,.61262196,30861.73726987839,18633.55939865112,10955916.79321289,Oz
3410000358,MILLER LITE BEER N.R,.67511779,14357.89230251312,9490.010047197342,5097051.764160156,Oz
3410000359,MILLER LITE 40OZ NR,.59716493,7054.320643186569,4212.230088949203,2504283.871582031,Oz
3410000369,MILLER LITE 22OZ NR,.8675611,179.6069512367249,155.8200035095215,63760.46704101563,Oz
3410000382,MILLER LITE BEER N.R,.69234782,125803.5004980564,86293.72119963169,44660242.73162842,Oz
3410000544,LEINENKUGEL RED,1.0794334,758.7477211952209,810.0199952125549,269355.4411621094,Oz
3410000554,MILLER GENUINE DRAFT,.63338858,779116.9315152168,490218.2637681961,276586513.4355469,Oz
3410000559,MILLER GENUINE DRAFT,.59719855,17590.81657648087,10505.21019792557,6244739.958984375,Oz
3410000569,MILLER GENUINE DRAFT,.8675611,471.0100536346436,408.6299948692322,167208.5693359375,Oz
3410000581,MILLER GENUINE DRAFT,.71358973,67156.3355038166,47931.21111941338,23840499.16253662,Oz
3410000654,MILWAUKEE'S BEST LIG,.38607368,210152.1198253632,78267.47862315178,74604003.70996094,Oz
3410000769,LEINENKUGEL LIMITED,1.0749701,232.7559438943863,249.1799993515015,82628.36004638672,Oz
3410000879,ICEHOUSE CAN,.6559577,9974.683104038239,6535.269814491272,3541012.586914063,Oz
3410000894,ICEHOUSE 22OX NR,.8675611,27.49086022377014,23.85000061988831,9759.255249023438,Oz
3410000904,MILLER GENUINE DRAFT,.63240904,298634.6966743469,187796.4363903999,106015319.2353516,Oz
3410001225,MILLER HIGH LIFE N.R,.53295493,263.9122409820557,134.8599989414215,93688.8486328125,Oz
3410001306,MILLER HIGH LIFE BEE,.46788734,959153.0633544922,436821.8503322601,340499341.9140625,Oz
3410001341,MILLER HIGH LIFE PAR,.38567725,1743230.382080078,655746.6750326157,618846778.2099609,Oz
3410001347,MILLER HIGH LIFE PAR,.39238968,269.9102554321289,105.9099979400635,95818.1396484375,Oz
3410001505,MILLER HIGH LIFE LNN,.60861945,569906.4973196983,324082.2533729076,202316808.4003906,Oz
3410001518,MILLER REG BEER,.64092731,51.31626892089844,32.8899974822998,18217.27612304688,Oz
3410001525,MILLER HIGH LIFE N.R,.61448532,305508.4130096436,173938.7190332413,108455487.859375,Oz
3410001528,MILLER HIGH LIFE N.R,.56639606,633461.3620815277,339855.5648798943,224878786.4375,Oz
3410001579,MILLER HIGH LIFE NR,.8289389,38917.56112790108,31851.97019124031,13815734.18811035,Oz
3410001602,MILLER HIGH LIFE BEE,.57428598,414066.3126516342,226711.4155564308,146993543.6367188,Oz
3410007306,MILWAUKEE'S BEST LIG,.31915849,431664.4600219727,135636.757850647,153240886.375,Oz
3410007602,MILWAUKEE'S BEST LIG,.3581363,95272.31903457642,33950.68894720078,33821674.04296875,Oz
3410010505,MILLER SHARP'S N/A L,.55772424,1183496.470499516,654803.7971053123,420141250.5146484,Oz
3410010602,SHARPS NON-ALCOHOLIC,.48041898,303607.0432739258,142090.0568871498,107780502.3203125,Oz
3410015304,MILLER GENUINE DRAFT,.63521111,29.99002695083618,19.04999923706055,10646.4599609375,Oz
3410015306,MILLER GENUINE DRFT,.47362673,4618416.325500488,2134947.137286186,1639537803.316406,Oz
3410015505,MILLER GEN DRFT LT L,.61336702,1119113.882320881,644767.3374943733,397285430.28125,Oz
3410015525,MILLER GENUINE DRFT,.61923689,477459.2374744415,274294.1192698479,169498030.7773438,Oz
3410015528,MILLER GENUINE DRFT,.57178885,1555102.908210754,837181.2641682625,552061535.7597656,Oz
3410015579,MILLER GEN DRFT LT L,.83214915,50117.33752417564,40815.9601855278,17791654.81628418,Oz
3410015602,MILLER GENUINE DRAFT,.58441502,1142008.262858391,634889.7634177208,405412937.7167969,Oz
3410016505,MILLER RESERVE LT LN,.66390198,33055.00817394257,21093.24960517883,11734528.17382813,Oz
3410017306,MILLER GENUINE DRAFT,.47426748,9145591.020242691,4222496.283557892,3246684815.027344,Oz
3410017505,MILLER GEN DRFT LNNR,.61394,2455118.654025555,1410313.076932669,871567122.6474609,Oz
3410017525,MILLER GENUINE DRAFT,.62053001,1010040.150364399,579191.9892680645,358564254.984375,Oz
3410017528,MILLER GENUINE DRAFT,.57404423,3380032.109661102,1822240.987269402,1199911401.279297,Oz
3410017579,MILLER GENUINE DRAFT,.83228981,91844.46426939964,75390.91005086899,32604784.87927246,Oz
3410017602,MILLER GENUINE DRAFT,.58658457,2101389.261366844,1167134.564851284,745993192.59375,Oz
3410021505,LOWENBRAU BEER NR BT,.67256641,732110.5626220703,463171.712416172,259899251.8203125,Oz
3410021525,LOWENBRAU BEER NR BT,.63187671,11.99601078033447,7.579999923706055,4258.583984375,Oz
3410021526,LOWENBRAU SPECIAL NR,.69939917,539.8205051422119,377.5500087738037,191636.27734375,Oz
3410021528,LOWENBRAU SPECIAL NR,.67616791,218687.2815074921,142452.74077034,77633986.21484375,Oz
3410021579,LOWENBRAU BEER,.85427219,21804.75055551529,18501.08996200562,7740686.457763672,Oz
3410022505,LOWENBRAU DARK BEER,.64113802,110435.2771267891,68022.19813370705,39204524.21777344,Oz
3410022525,LOWENBRAU DARK BEER,.58186007,11.99601078033447,6.979999542236328,4258.583984375,Oz
3410023505,LOWENBRAU LIGHT NR B,.63393158,85411.59828138351,52016.22871494293,30321118.01464844,Oz
3410029306,MEISTER BRAU BEER,.3236762,301195.8442897797,93605.95867443085,106924526.640625,Oz
3410029602,MEISTER BRAU BEER,.35422295,106656.5343551636,37147.42878675461,37863070.34960938,Oz
3410031306,MILWAUKEE'S BEST BEE,.3197346,700782.9738922119,218595.3579273224,248777959.7226563,Oz
3410031602,MILWAUKEE'S BEST BEE,.35718399,270066.196387291,95742.59768152237,95873501.42773438,Oz
3410032505,MILLER RESERVE LNNR,.69172603,74597.19442605972,48567.19923186302,26482004.55273438,Oz
3410048505,LEINENKUGELS HONEY W,.91109473,23704.11779022217,21570.97957038879,8414961.963867188,Oz
3410050306,LEINENKUGEL PREM REG,.52463335,3574.811264038086,1850.509998321533,1269058.02734375,Oz
3410050505,LEINENKUGEL PREM REG,.65611827,281324.4535269737,178071.0172605515,99870182.50585938,Oz
3410050525,LEINENKUGEL PREM REG,.62418306,16536.50124645233,9990.900063514709,5870458.037109375,Oz
3410050528,LEINENKUGEL NR BTLS,.65446579,63135.00591659546,39636.33952522278,22412927.51171875,Oz
3410051505,LEINNKGL LNGNCK PRM,.63748002,53310.27264165878,33117.7194185257,18925147.24414063,Oz
3410052505,LEINENKUGEL LIMITED,.78641278,84565.87953901291,63271.9193572998,30020887.84472656,Oz
3410053505,LEINENKUGEL BOCK BEE,.79558522,26391.22436094284,19048.60978960991,9368884.798828125,Oz
3410054574,LEINENKUGEL 125TH AN,1.1561414,4054.651700973511,4459.53002166748,1439401.384765625,Oz
3410057306,MILLER LITE BEER,.4742713,14091618.44930267,6539291.425483704,5002524544.105469,Oz
3410057505,MILLER LITE LONGNECK,.61412573,1874280.786091328,1082151.670559168,665369680.4072266,Oz
3410057525,MILLER LITE BEER N.R,.62166703,792798.3852620125,456020.5676631927,281443428.3173828,Oz
3410057528,MILLER LITE BEER N.R,.57335526,2846893.383598328,1544306.356251717,1010647152.705078,Oz
3410057579,MILLER LITE NR BTLS,.83277929,78293.46971297264,64295.13017988205,27794181.78601074,Oz
3410057602,MILLER LITE BEER,.58733726,3228798.396747589,1812962.031711578,1146223433.582031,Oz
3410059505,LEINENKUGEL RED LAGE,.874713,101810.1456012726,86456.86986875534,36142602.36425781,Oz
3410059574,LEINENKUGEL RED NR B,.7973187,23860.06579113007,18415.94875907898,8470323.55078125,Oz
3410062302,MILLER ICEHOUSE CANS,.49933264,11.99601078033447,5.989999771118164,4258.583984375,Oz
3410062306,MILLER ICEHOUSE CANS,.48645401,523721.8512859344,250136.8818321228,185921259.9726563,Oz
3410062505,MILLER ICEHOUSE LN,.63902384,408272.2446193695,248863.8509864807,144936647.7890625,Oz
3410062528,MILLER ICEHOUSE N.R.,.5838505,737118.9008169174,404404.1908016205,261677211.1328125,Oz
3410062602,MILLER ICEHOUSE CANS,.6466791,14131.30086803436,9109.220012664795,5016611.939453125,Oz
3410064306,"MILLER LITE ""ICE""",.48482499,509230.6702098846,242210.8617038727,180776890.6289063,Oz
3410064505,"MILLER LITE ""ICE"" L.",.64656848,184186.7545251846,112680.0251140594,65386298.63867188,Oz
3410064528,"MILLER LITE ""ICE"" N.",.57510155,449922.3939008713,243791.6283664703,159722451.2382813,Oz
3410064602,MILLER LITE ICE,.60847378,29438.21086788177,17326.51005554199,10450565.109375,Oz
3410067306,MILLER RED DOG CANS,.50632381,218543.3290557861,108279.9007053375,77582883.17578125,Oz
3410067505,MILLER RED DOG NR BT,.64479887,144276.0257744789,91350.19673871994,51217989.74316406,Oz
3410067528,MILLER RED DOG NR BT,.60556668,353306.5205078125,200301.7303142548,125423815.6542969,Oz
3410070505,MILLER RESEVER AMBER,.76181,25221.61307859421,18172.46995925903,8953672.841796875,Oz
3410071505,MILLER RESERVE VELVE,.93197644,623.7925615310669,581.3599691390991,221446.3671875,Oz
3410078505,LEINENKUGEL WINTER L,.86397022,12979.68393516541,11035.45997285843,4607787.88671875,Oz
3410079505,LEINENKUGEL ICE,.87957996,7701.439004898071,6637.919961929321,2734010.916992188,Oz
3682493103,WIT BEER,.99866527,11.99601078033447,11.97999954223633,4258.583984375,Oz
3692011111,GOOSE ISLAND ALE,.89386857,53.98204851150513,47.50999784469604,19163.6279296875,Oz
3692011115,GOOSE ISLAND KILGUBB,.98477179,53.98204898834229,52.90999794006348,19163.6279296875,Oz
3692011118,GOOSE ISLAND,.87362373,23.99202156066895,20.95999908447266,8517.16796875,Oz
3828194001,DOM MICRO BREW MIX N,1.1619884,157855.5113940239,182003.1221542358,56038706.6484375,Oz
3876630214,ASAHI SUPER DRY BIG,1.2072351,379.6737517118454,458.6899795532227,134784.18359375,Oz
3876636120,ASAHI BEER,1.0546736,1481.507336139679,1558.029951095581,525935.1220703125,Oz
4006311676,KIRIN LIGHT BEER NR,.83194321,17.99401617050171,14.96999931335449,6387.8759765625,Oz
4006311696,KIRIN BEER NR BTL,.89605653,7491.508774757385,6687.80987071991,2659485.698242188,Oz
4006315706,KIRIN DRY BEER NR BT,.85478735,1949.351764678955,1660.449967384338,692019.8974609375,Oz
4052210016,BELLS PALE ALE,1.0820264,5.998005390167236,6.489999771118164,2129.2919921875,Oz
4185100104,TOSELLI NON-ALCOHOLI,2.6409931,2577.464845657349,6706.789971828461,915000,ML
4199900007,PETE'S SEASONAL BREW,1.1997006,648.7842828035355,781.5299940109253,230318.4213256836,Oz
4257205715,CLAUSTHALER GERMAN N,.99608898,88050.72070407867,86096.16936302185,31258006.50585938,Oz
4323700007,NEW AMSTERDAM BLONDE,1.0198587,473.842426776886,486.209981918335,168214.0673828125,Oz
4323700008,NEW AMSTERDAM BLACK/,1.0195055,119.9601078033447,122.7999954223633,42585.83984375,Oz
4323700100,NEW AMSTERDAM BEER,1.0195055,59.98005390167236,60.89999771118164,21292.919921875,Oz
4323700200,NEW AMSTERDAM ALE,.99866527,35.98803234100342,35.93999862670898,12775.751953125,Oz
