"","upc","descrip","price","q","sales","volsales","unit","marca","importada","artesanal","ale","lager","Alcohol_volumen","Ano_fund","Sigue"
"193","7231133140","DOS EQUIS AMBER LNNR","1.0493239","1415.5293","1459.8199","502512.9102","Oz","DOS EQUIS ","1","0","","","","",""
"194","7231163011","DOS EQUIS BEER","0.96615708","143532.27","134352.48","50953957.44","Oz","DOS EQUIS ","1","0","","","","",""
"195","7231163012","DOS EQUIS BEER","0.98951334","16770.424","16194.64","5953500.41","Oz","DOS EQUIS ","1","0","","","","",""
"196","7231195220","DOS EQUIS AMBER","1.1722528","282.2395","328.86002","100195.0195","Oz","DOS EQUIS ","1","0","","","","",""
"197","8590200015","DOS EQUIS BEER","0.93197644","11.996011","11.179999","4258.583984","Oz","DOS EQUIS ","1","0","","","","",""
"198","8954019937","DOUBLE DIAMOND BEER","1.2487484","1463.5133","1827.5599","519547.2461","Oz","DOUBLE DIAMOND","1","0","","","","",""
"199","9651312352","DUSSELDORFER PALE AL","1.1653874","65.978058","76.889999","23422.21191","Oz","DUSSELDORFER  ","1","0","","","","",""
"200","9651312353","DUSSELDORFER AMBER A","1.1653874","119.96011","139.79999","42585.83984","Oz","DUSSELDORFER  ","1","0","","","","",""
"201","9651312357","DUSSELDORFER DARK AL","1.1653874","41.986038","48.93","14905.04395","Oz","DUSSELDORFER  ","1","0","","","","",""
"202","8370601415","DUVEL BELGIUM SPECIA","1.5821925","47.984043","75.919998","17034.33594","Oz","DUVEL  ","1","0","","","","",""
"203","1820000610","ELEPHANT RED ALE","1.0820264","65.978058","71.389999","23422.21191","Oz","ELEPHANT  ","1","0","","","","",""
"204","1820000847","ELEPHANT BEER","1.0820264","5.9980054","6.4899998","2129.291992","Oz","ELEPHANT  ","1","0","","","","",""
"205","1820000618","ELK MOUNTAIN RED LAG","0.92453551","1277.5752","1178.37","453539.1943","Oz","ELK MOUNTAIN ","0","0","","","","",""
"206","1820000622","ELK MOUNTAIN AMBER A","0.88064361","347.88431","301.22","123498.9355","Oz","ELK MOUNTAIN ","0","0","","","","",""
"207","7089701123","FOSTERS LAGER 6PK NR","1.0185779","82832.453","82616.375","29405522.42","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"208","7089701331","FOSTER'S LAGER","1.0792111","70772.305","76027.352","25124167.97","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"209","7089716123","FOSTERS LAGER 6PK NR","1.0405651","587.8045","611.81995","208670.6152","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"210","7089718331","FOSTER'S LAGER","1.120814","495.66855","548.87","175962.3331","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"211","7231113003","FOSTER'S LAGER","1.1015949","43987.457","45961","15615547.98","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"212","7231163006","FOSTERS LAGER 6PK NR","1.0453475","287.90427","301.11996","102206.0156","Oz","FOSTER'S  ","1","0","no","si","5.0","1889","si"
"213","8839400017","FRANZISKANER HEFE-WE","1.2316881","13142.422","16234.49","4665559.668","Oz","FRANZISKANER  ","1","0","","","","",""
"214","943922532","FULLERS EXTRA BEST S","1.2810328","1421.5273","1814.13","504642.2021","Oz","FULLERS  ","1","0","","","","",""
"215","3692011111","GOOSE ISLAND ALE","0.89386857","53.982048","47.509998","19163.62793","Oz","GOOSE ISLAND","0","0","","","","",""
"216","3692011115","GOOSE ISLAND KILGUBB","0.98477179","53.982048","52.909996","19163.62793","Oz","GOOSE ISLAND","0","0","","","","",""
"217","3692011118","GOOSE ISLAND","0.87362373","23.992022","20.959999","8517.167969","Oz","GOOSE ISLAND","0","0","","","","",""
"218","73692011111","GOOSE ISLAND HONKERS","0.92928112","174847.86","158359.64","62070991.12","Oz","GOOSE ISLAND","0","0","","","","",""
"219","73692011115","GOOSE ISLAND KILGUBB","0.95340389","21898.719","20638.869","7774045.078","Oz","GOOSE ISLAND","0","0","","","","",""
"220","73692011118","GOOSE ISLAND SEASONA","0.90986913","36785.77","32188.35","13058947.81","Oz","GOOSE ISLAND","0","0","","","","",""
"221","73692011121","GOOSE ISLAND HEXNUT","0.99500453","27572.832","27344.389","9788355.305","Oz","GOOSE ISLAND","0","0","","","","",""
"222","73692011122","GOOSE ISLAND SEASONA","0.97470218","23068.33","22523.43","8189257.014","Oz","GOOSE ISLAND","0","0","","","","",""
"223","73692011125","GOOSE ISLAND BLONDE","0.99837333","3352.885","3343.8499","1190274.226","Oz","GOOSE ISLAND","0","0","","","","",""
"224","1604110011","GRANTS SCOTTISH ALE","1.3916531","47.984043","66.919998","17034.33594","Oz","GRANTS  ","0","0","","","","",""
"225","8374100005","GROLSCH BEER N.R.BTL","1.0603524","52614.504","54940.41","18678149.36","Oz","GROLSCH  ","1","0","","","","",""
"226","8374100007","GROLSCH SWING TOP BE","1.4132688","9538.1621","13010.67","3386047.39","Oz","GROLSCH  ","1","0","","","","",""
"227","1969380011","GUINESS STOUT GIFT B","1.2587838","2111.2979","2647.3601","749510.7632","Oz","GUINNESS  ","1","0","no","no","4.3","1759","si"
"228","8328000001","GUINESS STOUT","1.3644356","9797.334","13069.899","3478053.539","Oz","GUINNESS  ","1","0","no","no","4.3","1759","si"
"229","8382012360","GUINNESS PUB DRAUGHT","1.2087753","84271.977","100472.6","29916552.79","Oz","GUINNESS  ","1","0","no","no","4.3","1759","si"
"230","8382012393","GUINNESS STOUT N.R.B","1.2674755","264560.03","323556.06","93918811.28","Oz","GUINNESS  ","1","0","no","no","4.3","1759","si"
"231","8382012455","GUINESS STOUT","1.5269698","17850.322","26000.139","6336864.609","Oz","GUINNESS  ","1","0","no","no","4.3","1759","si"
"232","8248812700","HAACK-BECK NON-ALCHL","1.067212","56291.281","59346","19983405.37","Oz","HAACK-BECK  ","1","0","","","","",""
"233","4948308600","HACKER PSCHORR DARK","1.3321095","179.94016","239.7","63878.75977","Oz","HACKER-PSCHORR  ","1","0","","","","",""
"234","4948311200","HACKER-PSCHORR WEISS","1.4154705","2225.26","3149.79","789967.3291","Oz","HACKER-PSCHORR  ","1","0","","","","",""
"235","4948318000","HACKER PSCHOOR NR BT","1.363547","5572.147","7595.71","1978112.261","Oz","HACKER-PSCHORR  ","1","0","","","","",""
"236","2210000600","HAMMS BEER","0.48194066","14311.241","6898.3198","5080490.693","Oz","HAMMS  ","0","0","","","","",""
"237","2210000640","HAMMS DRAFT BEER","0.48014355","2099.302","1008.84","745252.1973","Oz","HAMMS  ","0","0","","","","",""
"238","2210000700","HAMMS LIGHT BEER","0.48182681","1001.6669","482.62997","355591.7627","Oz","HAMMS  ","0","0","","","","",""
"239","2210018500","HAMMS BEER","0.45381752","851.7168","372.09","302359.4629","Oz","HAMMS  ","0","0","","","","",""
"240","2210018510","HAMMS BEER","0.33161864","223749.59","71853.07","79431108.45","Oz","HAMMS  ","0","0","","","","",""
"241","2210018570","HAMMS DRAFT BEER","0.40496793","347.88431","136.97","123498.9375","Oz","HAMMS  ","0","0","","","","",""
"242","2210018580","HAMMS DRAFT BEER","0.33051899","163409.66","52836.898","58010431.07","Oz","HAMMS  ","0","0","","","","",""
"243","2210021500","HAMMS LIGHT BEER","0.46598822","95.968086","44.719997","34068.67188","Oz","HAMMS  ","0","0","","","","",""
"244","2210021510","HAMMS LIGHT BEER","0.32963181","72791.797","23362.029","25841087.66","Oz","HAMMS  ","0","0","","","","",""
"245","8769280102","HARD CORE APPLE CRAN","1.1653874","11.996011","13.98","4258.583984","Oz","HARD CORE ","0","0","","","","",""
"246","8769281102","HARD CORE CRISP HARD","1.1653874","35.988033","41.939999","12775.75195","Oz","HARD CORE ","0","0","","","","",""
"247","8382023471","HARP IRISH LAGER BTL","1.3701297","7168.8496","9617.1699","2544941.604","Oz","HARP  ","1","1","no","si","4.5","1960","si"
"248","8382023473","HARP LAGER NR BTLS","1.1211511","154856.5","167119.42","54974060.74","Oz","HARP  ","1","1","no","si","4.5","1960","si"
"249","307","HEINEKEN KINGSIZE CA","0.45596623","107.88081","49.189999","38297.68311","Oz","HEINEKEN  ","1","0","no","si","5.0","1873","si"
"250","7289000007","HEINEKEN KINGSIZE N.","1.1241575","88109.5","98669.219","31278873.49","Oz","HEINEKEN  ","1","0","no","si","5.0","1873","si"
"251","7289000011","HEINEKEN BEER N.R.BT","1.0573539","1339876.5","1358994.1","475656151.2","Oz","HEINEKEN  ","1","0","no","si","5.0","1873","si"
"252","7289000012","HEINEKEN DARK BEER N","1.0124905","60088.02","59036.379","21331247.19","Oz","HEINEKEN  ","1","0","no","si","5.0","1873","si"
"253","7289000016","HEINEKEN NR BTLS.","1.0266199","966818.5","921967.44","343220576.9","Oz","HEINEKEN  ","1","0","no","si","5.0","1873","si"
"254","7199066200","HERMAN JOSEPHS SPECI","0.83194321","5.9980054","4.9899998","2129.291992","Oz","HERMAN JOSEPHS ","0","0","","","","",""
"255","8500000168","HORNSBY'S DRAFT CIDE","1.0711002","72030.047","76597.984","25570667.57","Oz","HORNSBY'S  ","0","0","","","","",""
"256","8500000320","HORNSBYS DARK N DRY","1.0702751","26661.135","28371.039","9464702.911","Oz","HORNSBY'S  ","0","0","","","","",""
"257","1820000649","ICE DRAFT LIGHT","0.59211248","7425.5308","3614.6799","2636063.48","Oz","ICE DRAFT","1","1","","","","",""
"258","1820000651","ICE DRAFT LIGHT","0.66426837","4276.5781","2840.8699","1518185.19","Oz","ICE DRAFT","1","1","","","","",""
"259","1820084167","ICE DRAFT LIGHT","0.51008362","12235.931","6225.8599","4343755.668","Oz","ICE DRAFT","1","1","","","","",""
"260","3410000879","ICEHOUSE CAN","0.6559577","9974.6826","6535.27","3541012.587","Oz","ICEHOUSE","0","0","","","","",""
"261","3410000894","ICEHOUSE 22OX NR","0.8675611","27.49086","23.85","9759.255249","Oz","ICEHOUSE","0","0","","","","",""
"262","7089713123","JOHN COURAGE AMBER B","1.0992905","1583.4734","1730.36","562133.0859","Oz","JOHN COURAGE ","1","0","","","","",""
"263","7031037037","JW DUNDEE HONEY BROW","0.83194321","239.92021","199.59999","85171.67969","Oz","JW DUNDEE ","0","0","","","","",""
"264","8382072553","KALIBER NON-ALCH NR","0.81866068","106746.5","86179.32","37895009.66","Oz","KALIBER  ","1","0","","","","",""
"265","723","KEYSTONE REGULAR BEE","0.37470788","23.992022","8.9899998","8517.167969","Oz","KEYSTONE  ","0","0","","","","",""
"266","7199047006","KEYSTONE REGULAR BEE","0.35003322","135243.03","46727.438","48011275.86","Oz","KEYSTONE  ","0","0","","","","",""
"267","7199047506","KEYSTONE DRY BEER","0.35023871","6549.8218","2271.77","2325186.855","Oz","KEYSTONE  ","0","0","","","","",""
"268","7199048006","KEYSTONE LIGHT BEER","0.35069188","187233.73","64834.047","66467978.92","Oz","KEYSTONE  ","0","0","","","","",""
"269","7199070002","KILLIAN'S IRISH RED","0.83000481","562654.94","445468.19","199742494.4","Oz","KILLIAN'S  ","1","0","","","","",""
"270","7199070012","KILLIAN'S IRISH RED","0.95780683","1997.3358","1897.39","709054.2152","Oz","KILLIAN'S  ","1","0","","","","",""
"271","7199070015","KILLIAN'S IRISH RED","0.93906218","165.94482","153.37","58910.41046","Oz","KILLIAN'S  ","1","0","","","","",""
"272","7199076400","KILLIAN'S RED NR 12O","0.83109409","37043.684","29797.971","13150507.36","Oz","KILLIAN'S  ","1","0","","","","",""
"273","7199076502","KILLIAN'S IRISH BRWN","0.81886375","803.73273","651.84998","285325.127","Oz","KILLIAN'S  ","1","0","","","","",""
"274","7199076601","KILLIAN'S WILDE HONE","0.82504833","19277.59","15500.64","6843544.476","Oz","KILLIAN'S  ","1","0","","","","",""
"275","7336043333","KINGSBURY NON/ALCOHO","0.43215951","3670.7793","1553.71","1303126.699","Oz","KINGSBURY  ","0","0","","","","",""
"276","7336043611","KINGSBURY NON/ALCOHO","0.60840112","16818.408","9811.3604","5970534.752","Oz","KINGSBURY  ","0","0","","","","",""
"277","7336043668","KINGSBURY N/A LONGNE","0.64239204","24483.857","15505.34","8691769.92","Oz","KINGSBURY  ","0","0","","","","",""
"278","7336043751","KINGSBURY NON/ALCOHO","0.55981266","14875.054","8189.8799","5280644.14","Oz","KINGSBURY  ","0","0","","","","",""
"279","4006311676","KIRIN LIGHT BEER NR","0.83194321","17.994017","14.969999","6387.875977","Oz","KIRIN  ","1","0","","","","",""
"280","4006311696","KIRIN BEER NR BTL","0.89605653","7491.5088","6687.8101","2659485.698","Oz","KIRIN  ","1","0","","","","",""
"281","4006315706","KIRIN DRY BEER NR BT","0.85478735","1949.3518","1660.45","692019.8975","Oz","KIRIN  ","1","0","","","","",""
"282","75889620100","KOZEL PREMIUM CZECH","1.3896127","4592.4561","6356.7998","1630321.979","Oz","KOZEL  ","1","0","","","","",""
"283","6206701171","LABATTS '50' ALE NR","0.8144291","5716.0991","4474.8198","2029215.27","Oz","LABATT  ","1","0","","","","",""
"284","6206704971","LABATTS BLUE LIGHT N","0.8309527","12985.682","10487.04","4609917.174","Oz","LABATT  ","1","0","","","","",""
"285","6206704972","LABATTS BLUE LIGHT N","0.99866527","17.994017","17.969999","6387.875977","Oz","LABATT  ","1","0","","","","",""
"286","6206705155","LABATT BLUE","0.885351","21882.723","17798.811","7768366.769","Oz","LABATT  ","1","0","","","","",""
"287","6206705171","LABATTS BLUE REG NR","0.84910035","90186.008","73432.68","32016034.44","Oz","LABATT  ","1","0","","","","",""
"288","6206738072","LABATTS BLUE NR BTLS","0.85949177","12871.72","10779.6","4569460.618","Oz","LABATT  ","1","0","","","","",""
"289","9781611111","LEGACY LAGER BEER","0.9164272","14539.165","13107.89","5161403.793","Oz","LEGACY","0","0","","","","",""
"290","9781622222","LEGACY RED ALE","1.0820264","137.95413","149.27","48973.71582","Oz","LEGACY","0","0","","","","",""
"291","3410000544","LEINENKUGEL RED","1.0794334","758.74774","810.02002","269355.4412","Oz","LEINENKUGEL  ","0","0","","","","",""
"292","3410000769","LEINENKUGEL LIMITED","1.0749701","232.75595","249.17999","82628.36005","Oz","LEINENKUGEL  ","0","0","","","","",""
"293","3410048505","LEINENKUGELS HONEY W","0.91109473","23704.117","21570.98","8414961.964","Oz","LEINENKUGEL  ","0","0","","","","",""
"294","3410050306","LEINENKUGEL PREM REG","0.52463335","3574.8113","1850.51","1269058.027","Oz","LEINENKUGEL  ","0","0","","","","",""
"295","3410050505","LEINENKUGEL PREM REG","0.65611827","281324.47","178071.02","99870182.51","Oz","LEINENKUGEL  ","0","0","","","","",""
"296","3410050525","LEINENKUGEL PREM REG","0.62418306","16536.502","9990.9004","5870458.037","Oz","LEINENKUGEL  ","0","0","","","","",""
"297","3410050528","LEINENKUGEL NR BTLS","0.65446579","63135.008","39636.34","22412927.51","Oz","LEINENKUGEL  ","0","0","","","","",""
"298","3410051505","LEINNKGL LNGNCK PRM","0.63748002","53310.273","33117.719","18925147.24","Oz","LEINENKUGEL  ","0","0","","","","",""
"299","3410052505","LEINENKUGEL LIMITED","0.78641278","84565.883","63271.918","30020887.84","Oz","LEINENKUGEL  ","0","0","","","","",""
"300","3410053505","LEINENKUGEL BOCK BEE","0.79558522","26391.225","19048.609","9368884.799","Oz","LEINENKUGEL  ","0","0","","","","",""
"301","3410054574","LEINENKUGEL 125TH AN","1.1561414","4054.6516","4459.5298","1439401.385","Oz","LEINENKUGEL  ","0","0","","","","",""
"302","3410059505","LEINENKUGEL RED LAGE","0.874713","101810.15","86456.867","36142602.36","Oz","LEINENKUGEL  ","0","0","","","","",""
"303","3410059574","LEINENKUGEL RED NR B","0.7973187","23860.066","18415.949","8470323.551","Oz","LEINENKUGEL  ","0","0","","","","",""
"304","3410078505","LEINENKUGEL WINTER L","0.86397022","12979.684","11035.46","4607787.887","Oz","LEINENKUGEL  ","0","0","","","","",""
"305","3410079505","LEINENKUGEL ICE","0.87957996","7701.439","6637.9199","2734010.917","Oz","LEINENKUGEL  ","0","0","","","","",""
"306","60260010000","LEZAJSK LAGER BEER","1.0693729","10127.033","10822.811","3595096.658","Oz","LEZAJSK  ","1","0","","","","",""
"307","8813040389","LITTLE KINGS CRM ALE","0.77368659","37409.559","28303.789","13280393.8","Oz","LITTLE KINGS ","0","0","","","","",""
"308","8813041888","LITTLE KINGS CREAM A","0.41713867","63.312275","26.41","22475.85889","Oz","LITTLE KINGS ","0","0","","","","",""
"309","8769290102","LONGSHOT AMERICAN PA","1.044073","4456.5181","4649.0298","1582063.95","Oz","LONGSHOT  ","1","0","","","","",""
"310","8769291100","LONGSHOT BLACK LAGER","1.0820264","41.986038","45.43","14905.04395","Oz","LONGSHOT  ","1","0","","","","",""
"311","8769291102","LONGSHOT BLACK LAGER","1.0434725","2987.0066","3109.48","1060387.412","Oz","LONGSHOT  ","1","0","","","","",""
"312","8769292100","LONGSHOT HAZELNUT BR","1.0627892","89.970078","95.849998","31939.37988","Oz","LONGSHOT  ","1","0","","","","",""
"313","8769292102","LONGSHOT HAZELNUT BR","1.0443054","6075.9795","6328.3696","2156972.788","Oz","LONGSHOT  ","1","0","","","","",""
"314","3410021505","LOWENBRAU BEER NR BT","0.67256641","732110.56","463171.72","259899251.8","Oz","LOWENBRAU  ","1","1","","","","",""
"315","3410021525","LOWENBRAU BEER NR BT","0.63187671","11.996011","7.5799999","4258.583984","Oz","LOWENBRAU  ","1","1","","","","",""
"316","3410021526","LOWENBRAU SPECIAL NR","0.69939917","539.8205","377.55002","191636.2773","Oz","LOWENBRAU  ","1","1","","","","",""
"317","3410021528","LOWENBRAU SPECIAL NR","0.67616791","218687.28","142452.73","77633986.21","Oz","LOWENBRAU  ","1","1","","","","",""
"318","3410021579","LOWENBRAU BEER","0.85427219","21804.75","18501.09","7740686.458","Oz","LOWENBRAU  ","1","1","","","","",""
"319","3410022505","LOWENBRAU DARK BEER","0.64113802","110435.27","68022.195","39204524.22","Oz","LOWENBRAU  ","1","1","","","","",""
"320","3410022525","LOWENBRAU DARK BEER","0.58186007","11.996011","6.9799995","4258.583984","Oz","LOWENBRAU  ","1","1","","","","",""
"321","3410023505","LOWENBRAU LIGHT NR B","0.63393158","85411.602","52016.23","30321118.01","Oz","LOWENBRAU  ","1","1","","","","",""
"322","7231163018","MACKESON STOUT NR BT","1.2479148","55.981384","69.860001","19873.39136","Oz","MACKESON  ","1","0","","","","",""
"323","3410000091","MAGNUM MALT LIQUOR","0.36612171","15258.259","5297.0698","5416681.997","Oz","MAGNUM  ","0","0","","","","",""
"324","8834510002","MCEWANS SCOTCH ALE N","1.2413931","1877.3757","2324.3699","666468.3936","Oz","MCEWANS  ","1","0","","","","",""
"325","8834510050","MCEWANS SCOTCH ALE N","1.3321095","5.9980054","7.9899998","2129.291992","Oz","MCEWANS  ","1","0","","","","",""
"326","3410000104","MEISTER BRAU BEER","0.38303834","234869.91","84104.375","83378816.06","Oz","MEISTER  ","0","0","","","","",""
"327","3410029306","MEISTER BRAU BEER","0.3236762","301195.84","93605.961","106924526.6","Oz","MEISTER  ","0","0","","","","",""
"328","3410029602","MEISTER BRAU BEER","0.35422295","106656.53","37147.43","37863070.35","Oz","MEISTER  ","0","0","","","","",""
"329","7031000030","MICHEAL SHEAS VARIET","0.83277678","71.976067","59.939995","25551.50391","Oz","MICHAEL SHEA'S ","1","0","","","","",""
"330","7031033006","MICHAEL SHEA'S IRS A","0.80545717","34428.551","27273.709","12222136.06","Oz","MICHAEL SHEA'S ","1","0","","","","",""
"331","1820000019","MICHELOB REGULAR BEE","0.69069856","2621.1284","1797.6299","930500.6006","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"332","1820000182","MICHELOB DRY CANS","0.68189329","1055.6489","717.13995","374755.3906","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"333","1820000670","MICHELOB GOLDEN DRAF","0.64767319","73691.492","45029.066","26160481.46","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"334","1820000695","MICHELOB GOLDEN DRAF","0.59442002","357241.22","195674.2","126820631.3","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"335","1820000696","MICHELOB GOLDEN DRAF","0.66714483","1319.5612","879.59998","468444.2383","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"336","1820000699","MICHELOB GOLDEN DRAF","0.59719342","577691.94","312898.63","205080629.3","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"337","1820000700","MICHELOB GOLDEN DRAF","0.64712238","8943.0264","5618.6597","3174774.364","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"338","1820000701","MICHELOB GOLDEN DRAF","0.49377525","863.71283","429.38","306618.043","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"339","1820000759","MICHELOB GOLDEN DRFT","0.64959812","115815.49","70220.867","41114499.13","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"340","1820000770","MICHELOB DRY LONGNEC","0.61448854","13663.456","8094.1099","4850527.166","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"341","1820000800","MICHELOB DRY LONGNEC","0.67569119","58330.602","38404.73","20707364.64","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"342","1820000814","MICHELOB DRY LONGNEC","0.61613512","56153.328","33415.969","19934431.67","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"343","1820000869","MICHELOB CLASSIC DAR","0.65006536","69318.953","43204.32","24608227.58","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"344","1820000884","MICHELOB LIGHT BEER","0.64515579","119552.24","70965.844","42441048.09","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"345","1820000891","MICHELOB REGULAR BEE","0.65884095","395640.44","238759.77","140452358.7","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"346","1820000956","MICHELOB LIGHT BEER","0.66535807","246805.94","155565.39","87616107.02","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"347","1820000987","MICHELOB REGULAR BEE","0.67182136","736549.06","466412.88","261474928","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"348","1820000988","MICHELOB REGULAR BEE","0.96375942","4513.4995","4353.3003","1602292.286","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"349","1820041047","MICHELOB REGULAR BEE","0.66020864","3214.9309","2123.3201","1141300.508","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"350","1820041218","MICHELOB","0.53312141","7953.3555","4196.52","2823441.206","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"351","1820043218","MICHELOB LIGHT","0.52679348","2105.3","1092.83","747381.5","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"352","1820043273","MICHELOB LIGHT BEER","0.49933264","59.980053","29.949999","21292.91992","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"353","1820092867","MICHELOB GOLDEN DRAF","0.47626939","1219490.5","567465.44","432919131.8","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"354","1820092876","MICHELOB GOLDEN DRAF","0.49780485","19433.537","9581.7197","6898906.07","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"355","1820096867","MICHELOB GOLDEN DRAF","0.47567448","831707.44","388944","295256145.4","Oz","MICHELOB  ","0","0","no","si","4.2","2002","si"
"356","731","MILLER HIGH LIFE PAR","0.43314397","29.990028","12.99","10646.45996","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"357","732","MILLER LITE BEER","0.45806894","23.992022","10.99","8517.167969","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"358","3410000004","MILLER HIGH LIFE BEE","0.62108868","208544.66","128875.73","74033353.39","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"359","3410000007","MILLER HIGH LIFE BEE","0.53243238","48167.98","22861.299","17099633.74","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"360","3410000008","MILLER HIGH LIFE N.R","0.66314441","13870.055","8772.6396","4923869.364","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"361","3410000031","MILLER HIGH LIFE N.R","0.68124354","90628.531","56662.949","32173128.38","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"362","3410000304","MILLER SHARP'S N/A C","0.51312816","85555.547","43933.578","30372221.01","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"363","3410000354","MILLER LITE BEER","0.63286161","1302167","816713.31","462269292.7","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"364","3410000357","MILLER LITE BEER","0.61262196","30861.736","18633.559","10955916.79","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"365","3410000358","MILLER LITE BEER N.R","0.67511779","14357.893","9490.0098","5097051.764","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"366","3410000359","MILLER LITE 40OZ NR","0.59716493","7054.3208","4212.23","2504283.872","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"367","3410000369","MILLER LITE 22OZ NR","0.8675611","179.60695","155.82001","63760.46704","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"368","3410000382","MILLER LITE BEER N.R","0.69234782","125803.5","86293.719","44660242.73","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"369","3410000554","MILLER GENUINE DRAFT","0.63338858","779116.94","490218.25","276586513.4","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"370","3410000559","MILLER GENUINE DRAFT","0.59719855","17590.816","10505.21","6244739.959","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"371","3410000569","MILLER GENUINE DRAFT","0.8675611","471.01004","408.63","167208.5693","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"372","3410000581","MILLER GENUINE DRAFT","0.71358973","67156.336","47931.211","23840499.16","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"373","3410000904","MILLER GENUINE DRAFT","0.63240904","298634.69","187796.44","106015319.2","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"374","3410001225","MILLER HIGH LIFE N.R","0.53295493","263.91223","134.86","93688.84863","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"375","3410001306","MILLER HIGH LIFE BEE","0.46788734","959153.06","436821.84","340499341.9","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"376","3410001341","MILLER HIGH LIFE PAR","0.38567725","1743230.4","655746.69","618846778.2","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"377","3410001347","MILLER HIGH LIFE PAR","0.39238968","269.91025","105.91","95818.13965","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"378","3410001505","MILLER HIGH LIFE LNN","0.60861945","569906.5","324082.25","202316808.4","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"379","3410001518","MILLER REG BEER","0.64092731","51.316269","32.889996","18217.27612","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"380","3410001525","MILLER HIGH LIFE N.R","0.61448532","305508.41","173938.72","108455487.9","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"381","3410001528","MILLER HIGH LIFE N.R","0.56639606","633461.38","339855.56","224878786.4","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"382","3410001579","MILLER HIGH LIFE NR","0.8289389","38917.563","31851.971","13815734.19","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"383","3410001602","MILLER HIGH LIFE BEE","0.57428598","414066.31","226711.42","146993543.6","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"384","3410010505","MILLER SHARP'S N/A L","0.55772424","1183496.5","654803.81","420141250.5","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"385","3410015304","MILLER GENUINE DRAFT","0.63521111","29.990026","19.049999","10646.45996","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
"386","3410015306","MILLER GENUINE DRFT","0.47362673","4618416.5","2134947.3","1639537803","Oz","MILLER  ","0","0","no","no","4.2","2005","si"
